ASN00002038 -15.7828 128.7353 TMAX 1965 1986
ASN00002038 -15.7828 128.7353 TMIN 1965 1986
ASN00002038 -15.7828 128.7353 PRCP 1962 1997
ASN00002038 -15.7828 128.7353 DAPR 1972 1996
ASN00002038 -15.7828 128.7353 DWPR 1972 1996
ASN00002038 -15.7828 128.7353 MDPR 1972 1996
ASN00002039 -17.6667 126.0333 PRCP 1984 1986
ASN00002040 -18.0333 127.9833 PRCP 1964 1974
ASN00002041 -17.3850 128.9231 PRCP 1962 1997
ASN00002041 -17.3850 128.9231 DAPR 1981 1984
ASN00002041 -17.3850 128.9231 DWPR 1981 1984
ASN00002041 -17.3850 128.9231 MDPR 1981 1984
ASN00002042 -17.3594 126.1086 PRCP 1932 1993
ASN00002042 -17.3594 126.1086 DAPR 1974 1976
ASN00002042 -17.3594 126.1086 DWPR 1974 1976
ASN00002042 -17.3594 126.1086 MDPR 1974 1976
ASN00002043 -18.3368 126.1243 PRCP 2000 2022
ASN00002044 -16.1119 128.7414 PRCP 1969 2022
ASN00002044 -16.1119 128.7414 DAPR 1972 2020
ASN00002044 -16.1119 128.7414 DWPR 1972 2020
ASN00002044 -16.1119 128.7414 MDPR 1972 2020
ASN00002046 -16.9500 128.1000 PRCP 1920 1925
ASN00002047 -17.2631 127.4617 PRCP 1948 2016
ASN00002047 -17.2631 127.4617 DAPR 1978 2004
ASN00002047 -17.2631 127.4617 DWPR 1978 2004
ASN00002047 -17.2631 127.4617 MDPR 1978 2004
ASN00002048 -18.2972 128.4419 PRCP 1971 2022
ASN00002048 -18.2972 128.4419 DAPR 1996 2021
ASN00002048 -18.2972 128.4419 DWPR 1996 2021
ASN00002048 -18.2972 128.4419 MDPR 1996 2021
ASN00002049 -18.1947 127.8147 PRCP 1980 2022
ASN00002049 -18.1947 127.8147 DAPR 1997 2009
ASN00002049 -18.1947 127.8147 DWPR 1997 2009
ASN00002049 -18.1947 127.8147 MDPR 1997 2009
ASN00002050 -17.7842 127.6853 PRCP 1918 2019
ASN00002050 -17.7842 127.6853 DAPR 1998 2007
ASN00002050 -17.7842 127.6853 DWPR 1998 2007
ASN00002050 -17.7842 127.6853 MDPR 1998 2007
ASN00002051 -19.5561 127.6644 PRCP 1971 2022
ASN00002051 -19.5561 127.6644 DAPR 1995 2020
ASN00002051 -19.5561 127.6644 DWPR 1995 2020
ASN00002051 -19.5561 127.6644 MDPR 1995 2020
ASN00002052 -15.8367 128.7397 PRCP 1980 2005
ASN00002052 -15.8367 128.7397 DAPR 1995 2004
ASN00002052 -15.8367 128.7397 DWPR 1995 2004
ASN00002052 -15.8367 128.7397 MDPR 1995 2004
ASN00002053 -17.6133 126.7442 PRCP 1947 2022
ASN00002053 -17.6133 126.7442 DAPR 1998 2004
ASN00002053 -17.6133 126.7442 DWPR 1998 2004
ASN00002053 -17.6133 126.7442 MDPR 1998 2004
ASN00002055 -19.1000 128.5333 PRCP 1936 1940
ASN00002056 -15.7814 128.7100 TMAX 1986 2022
ASN00002056 -15.7814 128.7100 TMIN 1986 2022
ASN00002056 -15.7814 128.7100 PRCP 1971 2022
ASN00002056 -15.7814 128.7100 DAPR 1984 2015
ASN00002056 -15.7814 128.7100 DATN 1994 2015
