,index,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen
446,19599,2017,pc,BANQUE EPREUVES C.C.P,ENSISA Mulhouse PC,673.0,40.4,20.8,610.0,40.7,21.8,122.0,47.5,25.4,,28.0,,,22,,,
447,19618,2017,pc,Concours Mines-Télécom,Concours Mines-Télécom,3535.0,33.9,23.4,2005.0,33.3,25.0,1871.0,33.5,25.4,,267.0,,,268,,,
448,19624,2017,pc,Concours Mines-Télécom,Concours Mines Télécom Spécifique PC,3535.0,33.9,23.4,2755.0,34.0,24.5,2194.0,33.9,24.6,,39.0,,,31,,,
449,19631,2017,pc,CONCOURS ESTP,ESTP,1021.0,32.0,27.6,863.0,32.7,29.1,801.0,33.2,29.3,,173.0,,,170,,,
450,19724,2017,pc,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,2262.0,38.6,22.9,1682.0,40.2,23.7,1517.0,40.8,24.9,,209.0,,,734,,,
451,19732,2017,pc,Autres écoles E3A,EIL Côte d'Opale Longuenesse-Calais,116.0,36.2,17.2,84.0,39.3,21.4,39.0,33.3,23.1,,0.0,,,8,,,
452,19737,2017,pc,Autres écoles E3A,ENSAIT Roubaix,521.0,56.2,25.3,432.0,56.9,27.3,122.0,75.4,22.1,,33.0,,,46,,,
453,19744,2017,pc,Autres écoles E3A,EPF Sceaux-Troyes-Montpellier,460.0,42.8,20.0,360.0,45.6,21.4,215.0,44.2,18.6,,19.0,,,18,,,
454,19758,2017,pc,Autres écoles E3A,ESTACA Paris-Saclay/Laval,468.0,29.5,25.2,221.0,33.9,29.4,137.0,34.3,29.2,,12.0,,,11,,,
455,19764,2017,pc,Autres écoles E3A,INSA Centre Val de Loire,291.0,39.2,23.0,209.0,42.1,23.4,44.0,43.2,29.5,,8.0,,,16,,,
456,19785,2017,pc,EPITA,EPITA / IPSA PC,142.0,23.9,20.4,83.0,20.5,13.3,55.0,27.3,10.9,,11.0,,,16,,,
457,19791,2017,tsi,CONCOURS CENTRALE-SUPELEC,Supélec,534.0,6.7,16.9,74.0,2.7,14.9,72.0,2.8,15.3,,13.0,,,12,,,
458,19811,2017,tsi,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts TSI,657.0,7.3,17.2,80.0,1.2,20.0,51.0,0.0,11.8,,9.0,,,16,,,
459,19815,2017,tsi,CONCOURS COMMUN ENSAM,ARTS ET MÉTIERS,787.0,7.4,18.0,177.0,5.1,20.9,130.0,4.6,23.8,,38.0,,,50,,,
460,19839,2017,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique TSI,1273.0,9.2,15.9,540.0,6.1,19.4,346.0,4.6,18.8,,96.0,,,87,,,
461,19844,2017,tsi,BANQUE EPREUVES C.C.P,EIL Côte d'Opale Longuenesse-Calais,390.0,6.9,14.1,297.0,5.4,14.8,168.0,3.6,16.7,,16.0,,,15,,,
462,19850,2017,tsi,BANQUE EPREUVES C.C.P,ENSAIT Roubaix,383.0,8.4,17.8,253.0,7.5,20.9,78.0,10.3,25.6,,6.0,,,6,,,
463,19855,2017,tsi,BANQUE EPREUVES C.C.P,ENSISA Mulhouse TSI,519.0,8.1,17.5,230.0,5.2,19.1,42.0,7.1,16.7,,8.0,,,15,,,
464,19867,2017,tsi,BANQUE EPREUVES C.C.P,ESTP Paris,382.0,7.6,21.7,222.0,6.3,29.3,174.0,4.0,31.6,,26.0,,,18,,,
465,19871,2017,tsi,BANQUE EPREUVES C.C.P,ISAT Nevers TSI,473.0,5.3,19.2,201.0,2.5,24.4,46.0,0.0,15.2,,2.0,,,11,,,
466,19883,2017,tsi,Concours Mines-Télécom,Concours Mines-Télécom,719.0,7.1,19.1,223.0,3.1,22.0,191.0,2.1,23.0,,24.0,,,24,,,
467,19889,2017,tsi,Concours Mines-Télécom,Concours Mines Télécom Spécifique TSI,719.0,7.1,19.1,300.0,4.3,22.3,219.0,3.2,24.2,,15.0,,,16,,,
468,19913,2017,tsi,Réseau Polytech,Reseau Polytech,1029.0,8.5,17.0,573.0,6.8,17.6,366.0,3.8,19.9,,61.0,,,62,,,
469,19917,2017,tsi,EPITA,EPITA / IPSA TSI,137.0,13.9,15.3,88.0,11.4,15.9,36.0,13.9,13.9,,12.0,,,14,,,
470,19943,2017,psi,BANQUE CENTRALE-SUPELEC,Cycle International Centrale-Supelec,105.0,35.2,16.2,28.0,17.9,14.3,24.0,20.8,16.7,,10.0,,,15,,,
471,19955,2017,psi,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts PSI,3903.0,22.5,20.7,1176.0,18.5,14.6,1147.0,18.8,14.6,,353.0,,,327,,,
472,19999,2017,psi,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique PSI,5393.0,24.2,21.8,3541.0,22.4,22.6,3081.0,23.0,23.0,,826.0,,,849,,,
473,20012,2017,psi,BANQUE EPREUVES C.C.P,ENSISA Mulhouse PSI,1008.0,29.5,23.7,663.0,27.1,20.8,165.0,32.1,25.5,,42.0,,,28,,,
474,20033,2017,psi,Concours Mines-Télécom,Concours Mines-Télécom,4374.0,23.5,22.6,2232.0,21.6,22.3,2156.0,21.8,21.9,,337.0,,,342,,,
475,20039,2017,psi,Concours Mines-Télécom,Concours Mines Télécom Spécifique PSI,4374.0,23.5,22.6,3182.0,22.3,22.8,2637.0,21.9,22.0,,69.0,,,57,,,
476,20047,2017,psi,CONCOURS ESTP,ESTP,1855.0,25.3,25.3,1388.0,25.8,27.1,1289.0,25.9,27.2,,161.0,,,158,,,
477,20140,2017,psi,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,3138.0,25.5,24.1,2304.0,25.0,22.5,2026.0,25.4,23.2,,197.0,,,734,,,
478,20149,2017,psi,Autres écoles E3A,EIL Côte d'Opale Longuenesse-Calais,479.0,31.7,23.6,382.0,31.4,21.5,180.0,35.0,15.0,,20.0,,,45,,,
479,20154,2017,psi,Autres écoles E3A,ENSAIT Roubaix,527.0,33.2,24.1,330.0,34.5,23.3,66.0,39.4,19.7,,9.0,,,20,,,
480,20161,2017,psi,Autres écoles E3A,EPF Sceaux-Troyes-Montpellier,651.0,34.4,17.8,400.0,35.5,17.8,233.0,38.6,18.9,,16.0,,,18,,,
481,20174,2017,psi,Autres écoles E3A,ESTACA Paris-Saclay/Laval,1086.0,24.9,21.5,420.0,24.5,28.1,317.0,23.3,29.7,,14.0,,,9,,,
482,20180,2017,psi,Autres écoles E3A,INSA Centre Val de Loire,754.0,30.9,24.5,425.0,29.2,19.5,101.0,38.6,13.9,,18.0,,,22,,,
483,20200,2017,psi,EPITA,EPITA / IPSA PSI,328.0,27.4,14.9,204.0,26.0,10.8,137.0,29.9,10.2,,26.0,,,24,,,
484,20232,2017,mp,BANQUE CENTRALE-SUPELEC,Cycle International Centrale-Supelec,739.0,26.4,12.2,313.0,21.1,13.4,277.0,23.5,13.7,,38.0,,,41,,,
485,20245,2017,mp,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts MP,5607.0,21.3,20.9,1867.0,16.7,20.5,1778.0,16.8,20.6,,518.0,,,533,,,
486,20291,2017,mp,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique MP,7152.0,24.7,19.3,4802.0,22.6,20.5,3946.0,22.8,21.7,,1074.0,,,1153,,,
487,20306,2017,mp,BANQUE EPREUVES C.C.P,ENSISA Mulhouse MP,1040.0,29.8,18.3,708.0,29.2,15.5,141.0,29.1,25.5,,22.0,,,15,,,
488,20327,2017,mp,Concours Mines-Télécom,Concours Mines-Télécom,4965.0,23.4,21.1,2809.0,23.0,22.6,2570.0,22.8,23.0,,521.0,,,500,,,
489,20333,2017,mp,Concours Mines-Télécom,Concours Mines Télécom Spécifique MP,4965.0,23.4,21.1,3945.0,23.9,21.0,3193.0,23.5,21.5,,106.0,,,107,,,
490,20340,2017,mp,CONCOURS ESTP,ESTP,1126.0,28.3,24.8,932.0,29.2,24.6,796.0,30.3,25.1,,156.0,,,162,,,
491,20433,2017,mp,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,2782.0,27.6,21.1,1850.0,29.0,19.1,1532.0,29.4,20.0,,216.0,,,734,,,
492,20442,2017,mp,Autres écoles E3A,EIL Côte d'Opale Longuenesse-Calais,337.0,30.6,22.0,232.0,30.2,18.5,104.0,28.8,12.5,,5.0,,,30,,,
493,20447,2017,mp,Autres écoles E3A,ENSAIT Roubaix,412.0,41.0,21.8,277.0,46.9,18.1,54.0,63.0,25.9,,13.0,,,12,,,
494,20455,2017,mp,Autres écoles E3A,EPF Sceaux-Troyes-Montpellier,412.0,34.7,17.7,341.0,37.8,16.4,216.0,40.7,17.6,,7.0,,,16,,,
495,20469,2017,mp,Autres écoles E3A,ESTACA Paris-Saclay/Laval,552.0,27.4,21.7,261.0,34.9,27.6,163.0,33.7,31.3,,17.0,,,12,,,
496,20475,2017,mp,Autres écoles E3A,INSA Centre Val de Loire,559.0,29.9,21.1,312.0,29.8,17.6,90.0,25.6,10.0,,18.0,,,24,,,
497,20496,2017,mp,EPITA,EPITA / IPSA MP,285.0,20.7,16.1,202.0,21.3,10.9,140.0,20.7,10.0,,32.0,,,25,,,
498,20505,2018,pt,CENTRALE-SUPELEC,Concours CentraleSupélec,1472.0,12.1,20.0,439.0,9.3,10.9,427.0,9.6,10.3,,88.0,,,95,,,
499,20516,2018,pt,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines-Ponts PT,1154.0,11.6,19.1,198.0,5.6,14.1,196.0,5.6,14.3,,43.0,,,33,,,
500,20521,2018,pt,CONCOURS COMMUN ENSAM,Concours ARTS ET MÉTIERS,2308.0,13.0,19.9,1285.0,10.3,25.3,1212.0,10.6,25.4,,553.0,,,562,,,
501,20531,2018,pt,Concours Mines-Télécom,Concours Mines-Télécom,1753.0,13.5,21.6,700.0,11.3,25.4,508.0,13.2,27.4,,74.0,,,74,,,
502,20538,2018,pt,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PT,1753.0,13.5,21.6,1051.0,12.5,25.5,619.0,13.7,26.7,,29.0,,,29,,,
503,20570,2018,pt,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique PT,2354.0,13.3,19.9,1451.0,11.1,25.0,1322.0,10.9,23.7,,176.0,,,185,,,
504,20624,2018,pt,CONCOURS POLYTECH,Concours POLYTECH,1943.0,14.1,21.5,1430.0,12.3,23.8,1246.0,11.7,25.0,,142.0,,,176,,,
505,20635,2018,pt,AUTRES ECOLES,Concours EIL Côte d'Opale Longuenesse-Calais,290.0,19.3,16.9,261.0,19.2,17.6,103.0,21.4,15.5,,12.0,,,30,,,
506,20639,2018,pt,AUTRES ECOLES,Concours ENSAIT Roubaix,386.0,22.0,24.6,231.0,18.6,30.7,58.0,27.6,36.2,,17.0,,,16,,,
507,20645,2018,pt,AUTRES ECOLES,Concours ENSISA Mulhouse,393.0,18.8,21.9,259.0,17.4,25.9,82.0,22.0,23.2,,21.0,,,25,,,
508,20650,2018,pt,AUTRES ECOLES,Concours EPF Sceaux-Troyes-Montpellier,407.0,19.9,18.4,342.0,19.6,20.2,210.0,23.3,25.2,,13.0,,,16,,,
509,20663,2018,pt,AUTRES ECOLES,Concours ESTACA Paris-Saclay/Laval,715.0,14.0,24.3,266.0,13.5,39.1,266.0,13.5,39.1,,18.0,,,20,,,
510,20670,2018,pt,AUTRES ECOLES,Concours ESTP Paris,649.0,16.9,25.6,401.0,14.0,33.2,370.0,14.3,33.2,,53.0,,,37,,,
511,20676,2018,pt,AUTRES ECOLES,Concours INSA Centre Val de Loire,515.0,16.1,22.7,325.0,12.3,23.7,101.0,14.9,14.9,,21.0,,,18,,,
512,20693,2018,pt,FESIC,Concours concours ISEN Méditerrannée PT,888.0,17.2,18.9,804.0,16.8,20.4,148.0,16.9,22.3,,2.0,,,25,,,
513,20699,2018,pt,EPITA,Concours EPITA / IPSA / ESME PT,157.0,13.4,21.0,107.0,16.8,20.6,78.0,17.9,19.2,,19.0,,,20,,,
514,20708,2018,pt,CESI,Concours CESI Ingénieur Généraliste,180.0,23.3,16.7,96.0,27.1,16.7,49.0,26.5,22.4,,9.0,,,89,,,
515,20724,2018,pt,CESI,Concours CESI Ingénieur en Informatique,44.0,11.4,11.4,30.0,13.3,6.7,17.0,11.8,0.0,,1.0,,,39,,,
516,20749,2018,pc,BANQUE CENTRALE-SUPELEC,Concours Cycle International CentraleSupélec,35.0,57.1,17.1,21.0,52.4,19.0,20.0,50.0,20.0,,11.0,,,16,,,
517,20761,2018,pc,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts PC,3434.0,31.9,24.8,1170.0,25.8,26.7,1128.0,26.3,26.2,,299.0,,,317,,,
518,20800,2018,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Concours Commun Polytechnique PC-Physique,4889.0,35.1,22.5,3762.0,34.8,25.1,3315.0,36.4,25.4,,597.0,,,612,,,
519,20817,2018,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Concours Commun Polytechnique PC-Chimie,4704.0,36.5,22.7,3692.0,36.5,25.1,3266.0,37.9,25.3,,602.0,,,603,,,
520,20830,2018,pc,BANQUE EPREUVES C.C.P,Concours ENSISA Mulhouse PC,712.0,42.8,19.1,629.0,43.2,19.7,114.0,44.7,19.3,,30.0,,,22,,,
521,20835,2018,pc,CONCOURS COMMUN TPE,Concours TPE Civil-Fct. PC,2088.0,34.5,27.7,1289.0,34.7,31.5,422.0,44.8,36.0,,49.0,,,50,,,
522,20849,2018,pc,Concours Mines-Télécom,Concours Mines-Télécom,3473.0,34.6,25.4,1912.0,34.9,28.1,1796.0,35.7,28.0,,240.0,,,223,,,
523,20855,2018,pc,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PC,3473.0,34.6,25.4,2537.0,35.0,27.2,2087.0,35.8,27.3,,35.0,,,33,,,
524,20858,2018,pc,CONCOURS ENSAM,Concours ARTS ET MÉTIERS,1298.0,33.6,26.8,126.0,42.1,49.2,100.0,42.0,49.0,,22.0,,,20,,,
525,20864,2018,pc,CONCOURS ESTP,Concours ESTP,1026.0,34.4,27.0,864.0,34.7,28.1,798.0,35.8,28.9,,182.0,,,173,,,
526,20961,2018,pc,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,2282.0,40.2,21.8,1684.0,41.0,22.6,1522.0,41.5,24.0,,212.0,,,694,,,
527,20968,2018,pc,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais,158.0,45.6,18.4,117.0,49.6,18.8,52.0,53.8,19.2,,3.0,,,8,,,
528,20973,2018,pc,Autres écoles E3A,Concours ENSAIT Roubaix,543.0,54.1,18.2,442.0,53.8,19.0,143.0,60.8,24.5,,36.0,,,37,,,
529,20980,2018,pc,Autres écoles E3A,Concours EPF Sceaux-Troyes-Montpellier,458.0,48.7,17.2,365.0,51.0,19.5,222.0,51.4,20.7,,21.0,,,15,,,
530,20992,2018,pc,Autres écoles E3A,Concours ESTACA Paris-Saclay/Laval,561.0,31.6,21.2,162.0,29.6,30.9,162.0,29.6,30.9,,11.0,,,7,,,
531,20999,2018,pc,Autres écoles E3A,Concours INSA Centre Val de Loire,385.0,41.6,18.7,253.0,43.9,19.4,34.0,32.4,26.5,,7.0,,,12,,,
532,21016,2018,pc,FESIC,Concours concours ISEN Méditerrannée PC,856.0,49.4,17.5,757.0,49.5,18.9,99.0,49.5,17.2,,3.0,,,25,,,
533,21024,2018,pc,EPITA,Concours EPITA / IPSA / ESME PC,217.0,32.7,19.4,140.0,33.6,15.0,97.0,33.0,15.5,,22.0,,,22,,,
534,21033,2018,pc,CESI,Concours CESI Ingénieur Généraliste,180.0,23.3,16.7,96.0,27.1,16.7,49.0,26.5,22.4,,9.0,,,89,,,
535,21049,2018,pc,CESI,Concours CESI Ingénieur en Informatique,44.0,11.4,11.4,30.0,13.3,6.7,17.0,11.8,0.0,,1.0,,,39,,,
536,21053,2018,tsi,CONCOURS CENTRALE-SUPELEC,Concours CentraleSupélec,494.0,6.3,23.7,72.0,5.6,22.2,71.0,5.6,22.5,,18.0,,,17,,,
537,21073,2018,tsi,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts TSI,580.0,6.4,21.2,94.0,6.4,27.7,50.0,4.0,24.0,,10.0,,,17,,,
538,21078,2018,tsi,CONCOURS COMMUN ENSAM,Concours ARTS ET MÉTIERS,732.0,7.2,23.6,181.0,5.0,29.3,135.0,3.7,31.1,,40.0,,,50,,,
539,21106,2018,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique TSI,1253.0,10.1,18.0,555.0,9.4,25.4,355.0,7.9,22.3,,83.0,,,95,,,
540,21112,2018,tsi,BANQUE EPREUVES C.C.P,Concours EIL Côte d'Opale Longuenesse-Calais,394.0,10.7,17.8,300.0,9.3,20.3,179.0,10.1,24.6,,24.0,,,25,,,
541,21118,2018,tsi,BANQUE EPREUVES C.C.P,Concours ENSAIT Roubaix,358.0,8.7,23.2,239.0,9.6,28.9,65.0,12.3,40.0,,5.0,,,7,,,
542,21123,2018,tsi,BANQUE EPREUVES C.C.P,Concours ENSISA Mulhouse TSI,509.0,8.4,20.6,257.0,6.2,24.9,41.0,12.2,19.5,,6.0,,,15,,,
543,21134,2018,tsi,BANQUE EPREUVES C.C.P,Concours ESTP Paris,365.0,7.7,24.1,215.0,6.5,32.6,168.0,7.1,31.5,,34.0,,,26,,,
544,21139,2018,tsi,BANQUE EPREUVES C.C.P,Concours ISAT Nevers TSI,434.0,6.9,21.7,253.0,5.9,29.6,96.0,4.2,34.4,,5.0,,,11,,,
545,21151,2018,tsi,Concours Mines-Télécom,Concours Mines-Télécom,705.0,6.7,23.5,221.0,5.0,24.9,195.0,4.6,25.1,,26.0,,,22,,,
546,21157,2018,tsi,Concours Mines-Télécom,Concours Mines-Télécom Spécifique TSI,705.0,6.7,23.5,286.0,7.0,26.9,217.0,5.5,25.8,,12.0,,,13,,,
547,21186,2018,tsi,Réseau Polytech,Concours Reseau Polytech,1038.0,9.3,18.5,581.0,7.2,20.8,415.0,7.5,21.7,,63.0,,,70,,,
548,21190,2018,tsi,EPITA,Concours EPITA / IPSA TSI,142.0,4.2,12.7,68.0,5.9,13.2,53.0,1.9,13.2,,15.0,,,10,,,
549,21199,2018,tsi,CESI,Concours CESI Ingénieur Généraliste,180.0,23.3,16.7,96.0,27.1,16.7,49.0,26.5,22.4,,9.0,,,89,,,
550,21215,2018,tsi,CESI,Concours CESI Ingénieur en Informatique,44.0,11.4,11.4,30.0,13.3,6.7,17.0,11.8,0.0,,1.0,,,39,,,
551,21244,2018,mp,BANQUE CENTRALE-SUPELEC,Concours Cycle International CentraleSupélec,815.0,31.9,10.7,252.0,23.0,11.9,218.0,21.6,13.3,,44.0,,,41,,,
552,21257,2018,mp,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts MP,5713.0,22.8,21.3,1907.0,18.7,20.8,1814.0,18.7,20.6,,568.0,,,585,,,
553,21301,2018,mp,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique MP,7483.0,26.4,20.3,4960.0,24.3,21.7,4102.0,24.5,22.4,,1163.0,,,1160,,,
554,21316,2018,mp,BANQUE EPREUVES C.C.P,Concours ENSISA Mulhouse MP,1123.0,33.3,21.3,741.0,32.1,19.3,154.0,35.1,23.4,,15.0,,,15,,,
555,21321,2018,mp,CONCOURS COMMUN TPE,Concours TPE Civil-Fct. MP,2401.0,29.0,24.6,1496.0,27.5,26.1,436.0,38.5,25.7,,50.0,,,50,,,
556,21336,2018,mp,Concours Mines-Télécom,Concours Mines-Télécom,5106.0,25.1,22.5,2814.0,22.9,23.7,2597.0,23.1,23.6,,463.0,,,452,,,
557,21343,2018,mp,Concours Mines-Télécom,Concours Mines-Télécom Spécifique MP,5106.0,25.1,22.5,3834.0,24.6,22.9,3169.0,24.3,23.2,,134.0,,,107,,,
558,21347,2018,mp,CONCOURS ENSAM,Concours ARTS ET MÉTIERS,1787.0,26.3,24.9,250.0,27.2,42.8,200.0,29.0,40.5,,44.0,,,39,,,
559,21353,2018,mp,CONCOURS ESTP,Concours ESTP,1047.0,27.2,28.4,881.0,28.1,27.9,748.0,28.1,28.7,,182.0,,,165,,,
560,21450,2018,mp,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,2784.0,28.7,22.6,1854.0,28.7,20.8,1555.0,28.7,22.5,,257.0,,,694,,,
561,21458,2018,mp,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais,356.0,36.8,22.2,232.0,34.1,17.7,117.0,36.8,19.7,,10.0,,,30,,,
562,21463,2018,mp,Autres écoles E3A,Concours ENSAIT Roubaix,393.0,42.5,25.4,287.0,38.7,23.0,51.0,49.0,29.4,,8.0,,,11,,,
563,21471,2018,mp,Autres écoles E3A,Concours EPF Sceaux-Troyes-Montpellier,398.0,40.5,13.3,331.0,39.9,12.7,223.0,45.3,12.6,,13.0,,,10,,,
564,21483,2018,mp,Autres écoles E3A,Concours ESTACA Paris-Saclay/Laval,566.0,26.9,20.7,244.0,29.1,21.7,244.0,29.1,21.7,,14.0,,,12,,,
565,21490,2018,mp,Autres écoles E3A,Concours INSA Centre Val de Loire,577.0,32.2,22.7,340.0,30.3,18.8,83.0,30.1,24.1,,20.0,,,22,,,
566,21507,2018,mp,FESIC,Concours concours ISEN Méditerrannée MP,715.0,30.8,17.8,613.0,29.4,17.5,123.0,26.0,17.9,,8.0,,,25,,,
567,21514,2018,mp,EPITA,Concours EPITA / IPSA / ESME MP,338.0,25.1,17.5,255.0,23.5,14.1,210.0,25.2,13.3,,47.0,,,53,,,
568,21523,2018,mp,CESI,Concours CESI Ingénieur Généraliste,180.0,23.3,16.7,96.0,27.1,16.7,49.0,26.5,22.4,,9.0,,,89,,,
569,21539,2018,mp,CESI,Concours CESI Ingénieur en Informatique,44.0,11.4,11.4,30.0,13.3,6.7,17.0,11.8,0.0,,1.0,,,39,,,
570,21553,2018,bcpst,A BIO,Concours commun A BIO,3012.0,70.5,23.5,2231.0,69.8,27.7,2104.0,70.0,28.5,,947.0,,,972,,,
571,21559,2018,bcpst,A ENV,Concours commun A ENV,2056.0,73.1,28.4,934.0,72.9,40.0,602.0,72.6,41.2,,454.0,,,454,,,
572,21567,2018,bcpst,PC BIO,Concours commun A PC BIO,1206.0,69.4,27.6,703.0,67.4,34.7,612.0,67.5,35.1,,26.0,,,32,,,
573,21575,2018,bcpst,G2E,Concours concours ENGEES G2E-BCPST,1680.0,68.7,22.6,1168.0,68.8,27.9,556.0,66.7,34.4,,27.0,,,29,,,
574,21585,2018,bcpst,G2E,Concours concours Polytech G2E-BCPST,1680.0,68.7,22.6,1168.0,68.8,27.9,575.0,66.8,33.6,,13.0,,,19,,,
575,21589,2018,bcpst,G2E,Concours concours ENSG Marne La vallée G2E-BCPST,1680.0,68.7,22.6,1168.0,68.8,27.9,577.0,66.7,33.4,,6.0,,,5,,,
576,21594,2018,bcpst,G2E,Concours concours des écoles des Mines G2E-BCPST,1680.0,68.7,22.6,1168.0,68.8,27.9,443.0,66.8,35.7,,13.0,,,11,,,
577,21619,2018,bcpst,CONCOURS POLYTECH,Concours POLYTECH A BIO,1877.0,72.3,25.1,1338.0,74.1,26.2,1299.0,74.1,26.4,,113.0,,,128,,,
578,21641,2018,psi,BANQUE CENTRALE-SUPELEC,Concours Cycle International CentraleSupélec,100.0,33.0,13.0,16.0,31.2,18.8,16.0,31.2,18.8,,11.0,,,15,,,
579,21653,2018,psi,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts PSI,3884.0,22.7,19.4,1249.0,18.1,16.6,1218.0,18.1,16.3,,409.0,,,396,,,
580,21695,2018,psi,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique PSI,5403.0,24.2,19.7,3597.0,22.2,21.2,3101.0,23.1,21.9,,877.0,,,856,,,
581,21708,2018,psi,BANQUE EPREUVES C.C.P,Concours ENSISA Mulhouse PSI,1049.0,28.7,25.2,714.0,29.0,23.5,175.0,28.6,19.4,,27.0,,,28,,,
582,21713,2018,psi,CONCOURS COMMUN TPE,Concours TPE Civil-Fct. PSI,2361.0,28.1,24.5,1324.0,28.0,26.4,519.0,35.8,27.6,,53.0,,,51,,,
583,21728,2018,psi,Concours Mines-Télécom,Concours Mines-Télécom,4304.0,23.8,20.5,2229.0,22.5,21.1,2126.0,22.7,21.0,,312.0,,,304,,,
584,21735,2018,psi,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PSI,4304.0,23.8,20.5,3078.0,23.5,21.1,2584.0,23.5,20.8,,69.0,,,62,,,
585,21739,2018,psi,CONCOURS ENSAM,Concours ARTS ET MÉTIERS,3764.0,23.8,21.4,1019.0,18.4,27.3,840.0,18.5,27.0,,259.0,,,257,,,
586,21745,2018,psi,CONCOURS ESTP,Concours ESTP,1778.0,25.9,24.6,1400.0,25.3,25.9,1292.0,26.1,26.0,,212.0,,,160,,,
587,21842,2018,psi,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH,3105.0,26.7,22.0,2284.0,25.5,20.7,2030.0,26.2,21.5,,227.0,,,694,,,
588,21850,2018,psi,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais,514.0,31.5,25.1,448.0,32.6,24.8,202.0,32.2,29.2,,28.0,,,45,,,
589,21855,2018,psi,Autres écoles E3A,Concours ENSAIT Roubaix,509.0,38.1,26.3,335.0,37.9,27.8,80.0,45.0,28.8,,18.0,,,17,,,
590,21862,2018,psi,Autres écoles E3A,Concours EPF Sceaux-Troyes-Montpellier,669.0,37.4,18.4,408.0,39.0,19.4,238.0,42.4,21.8,,20.0,,,20,,,
591,21873,2018,psi,Autres écoles E3A,Concours ESTACA Paris-Saclay/Laval,1196.0,25.3,20.5,360.0,21.7,27.8,360.0,21.7,27.8,,12.0,,,12,,,
592,21880,2018,psi,Autres écoles E3A,Concours INSA Centre Val de Loire,829.0,32.1,24.6,469.0,32.8,21.5,75.0,41.3,16.0,,9.0,,,20,,,
593,21896,2018,psi,FESIC,Concours concours ISEN Méditerrannée PSI,922.0,30.4,19.4,820.0,30.1,19.8,145.0,32.4,15.2,,9.0,,,30,,,
594,21903,2018,psi,EPITA,Concours EPITA / IPSA / ESME PSI,359.0,27.9,16.2,269.0,28.3,13.4,214.0,29.0,12.6,,52.0,,,42,,,
595,21912,2018,psi,CESI,Concours CESI Ingénieur Généraliste,180.0,23.3,16.7,96.0,27.1,16.7,49.0,26.5,22.4,,9.0,,,89,,,
596,21928,2018,psi,CESI,Concours CESI Ingénieur en Informatique,44.0,11.4,11.4,30.0,13.3,6.7,17.0,11.8,0.0,,1.0,,,39,,,
597,22917,2021,psi,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec PSI,75.0,50.7,5.3,18.0,44.4,11.1,18.0,44.4,11.1,,13.0,,,16,,,
598,22921,2021,psi,BANQUE CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech PSI,3336.0,22.9,17.3,1603.0,21.3,19.8,1447.0,21.5,19.9,,263.0,,,260,,,
599,22926,2021,psi,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier PSI,807.0,32.3,15.4,612.0,33.2,15.8,406.0,36.9,15.0,,21.0,,,24,,,
600,22933,2021,psi,BANQUE CENTRALE-SUPELEC,Concours ESTP PSI,1389.0,27.3,18.4,1191.0,27.3,18.1,882.0,28.3,18.4,,173.0,,,195,,,
