,index,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen
159,11119,2020,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2396.0,25.2,17.7,,,,1278.0,25.0,20.6,,36.0,,,37.0,,,
160,11128,2020,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3132.0,23.5,19.5,,,,1047.0,22.4,21.7,,20.0,,,22.0,,,
161,11139,2020,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,81.0,,,111.0,,,
162,11145,2020,bcpst,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,4540.0,32.5,19.2,,,,2206.0,33.7,19.9,,27.0,,,46.0,,,
163,11151,2020,bcpst,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT-TPC,1609.0,14.2,19.1,,,,702.0,13.2,21.5,,4.0,,,12.0,,,
164,11178,2020,mp,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec MP,708.0,31.6,11.9,,,,371.0,24.8,14.3,,33.0,,,36.0,,,
165,11183,2020,mp,BANQUE CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech MP,2458.0,24.5,23.4,,,,1257.0,22.5,25.9,,38.0,,,42.0,,,
166,11189,2020,mp,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier MP,694.0,33.7,17.6,,,,504.0,33.9,16.9,,24.0,,,15.0,,,
167,11196,2020,mp,BANQUE CENTRALE-SUPELEC,Concours ESTP MP,1211.0,29.6,22.8,,,,955.0,29.0,22.3,,124.0,,,178.0,,,
168,11211,2020,mp,CONCOURS COMMUN MINES-PONTS,Concours CCMP MP,5804.0,22.5,20.0,,,,2003.0,17.3,20.4,,582.0,,,600.0,,,
169,11222,2020,mp,Concours Mines - Télécom,Concours Mines-Télécom MP,5424.0,24.4,21.1,,,,2986.0,22.2,22.5,,444.0,,,467.0,,,
170,11230,2020,mp,Concours Mines - Télécom,Concours Mines-Télécom Spécifique MP,5424.0,24.4,21.1,,,,4067.0,23.7,21.5,,120.0,,,127.0,,,
171,11233,2020,mp,CONCOURS COMMUN TPE,Concours TPE-Candidats français et de l'Union européenne-filière MP,2430.0,28.0,22.7,,,,1481.0,26.6,24.0,,47.0,,,50.0,,,
172,11278,2020,mp,CONCOURS COMMUN INP,Concours CCINP MP,7721.0,26.6,19.1,,,,5146.0,24.5,19.6,,1024.0,,,1173.0,,,
173,11284,2020,mp,BANQUE EPREUVES CCINP  Inter-Filière,Concours ENSIL-ENSCI Inter Fil.,1056.0,33.4,15.4,,,,664.0,34.5,13.3,,22.0,,,145.0,,,
174,11298,2020,mp,BANQUE EPREUVES CCINP,Concours ENSISA MP,1350.0,32.6,17.1,,,,858.0,33.4,15.9,,17.0,,,15.0,,,
175,11401,2020,mp,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,3428.0,30.3,18.1,,,,2376.0,31.0,16.9,,345.0,,,739.0,,,
176,11413,2020,mp,Puissance Alpha,Concours ISEN Méditerrannée MP,1342.0,28.3,15.6,,,,1163.0,28.5,15.8,,5.0,,,20.0,,,
177,11416,2020,mp,Puissance Alpha,Concours ISEN Ouest MP,1342.0,28.3,15.6,,,,1163.0,28.5,15.8,,5.0,,,25.0,,,
178,11422,2020,mp,Avenir Prépas,Concours ECE Paris-Lyon MP,1521.0,29.1,17.4,,,,1336.0,29.6,17.4,,58.0,,,54.0,,,
179,11432,2020,mp,Avenir Prépas,Concours ESTACA Paris-Saclay/Laval MP,1521.0,29.1,17.4,,,,510.0,27.8,18.4,,8.0,,,10.0,,,
180,11443,2020,mp,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque MP,507.0,33.9,18.3,,,,317.0,34.7,15.1,,28.0,,,35.0,,,
181,11446,2020,mp,Autres écoles E3A,Concours ENSAIT Roubaix MP,579.0,34.9,19.2,,,,355.0,34.9,17.7,,8.0,,,11.0,,,
182,11457,2020,mp,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique MP",1367.0,28.7,18.0,,,,818.0,30.2,17.7,,31.0,,,40.0,,,
183,11468,2020,mp,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation MP",1667.0,27.6,18.6,,,,842.0,28.0,19.0,,29.0,,,35.0,,,
184,11476,2020,mp,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique MP",1367.0,28.7,18.0,,,,818.0,30.2,17.7,,20.0,,,24.0,,,
185,11483,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,59.0,,,61.0,,,
186,11488,2020,mp,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST-TPC,4009.0,47.3,19.8,,,,2097.0,49.7,21.5,,22.0,,,13.0,,,
187,11496,2020,mp,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4146.0,37.5,19.3,,,,1506.0,37.5,21.6,,35.0,,,43.0,,,
188,11503,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatique MP-PC-PSI-PT",4812.0,24.9,18.7,,,,1964.0,24.2,20.1,,23.0,,,31.0,,,
189,11510,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",2294.0,36.4,19.4,,,,1186.0,38.2,18.7,,17.0,,,19.0,,,
190,11517,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2396.0,25.2,17.7,,,,1278.0,25.0,20.6,,36.0,,,37.0,,,
191,11526,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3132.0,23.5,19.5,,,,1047.0,22.4,21.7,,20.0,,,22.0,,,
192,11537,2020,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,81.0,,,111.0,,,
193,11543,2020,mp,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,4540.0,32.5,19.2,,,,2206.0,33.7,19.9,,27.0,,,46.0,,,
194,11549,2020,mp,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT-TPC,1609.0,14.2,19.1,,,,702.0,13.2,21.5,,4.0,,,12.0,,,
195,11559,2020,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,385.0,30.6,15.8,,,,162.0,36.4,17.3,,24.0,,,89.0,,,
196,11576,2020,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),114.0,11.4,7.9,,,,53.0,11.3,7.5,,8.0,,,49.0,,,
197,11581,2020,mp,EPITA,Concours EPITA / IPSA / ESME MP,539.0,25.8,18.9,,,,335.0,25.7,17.3,,84.0,,,71.0,,,
198,11591,2020,pt,CENTRALE-SUPELEC,Concours Centrale-Supélec PT,1497.0,14.0,15.9,,,,1482.0,14.2,15.8,,108.0,,,116.0,,,
199,11603,2020,pt,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts PT,1290.0,14.6,15.3,,,,246.0,11.8,8.1,,50.0,,,50.0,,,
200,11610,2020,pt,Concours Mines - Télécom,Concours Mines-Télécom PT,1832.0,15.7,16.7,,,,715.0,13.1,16.8,,72.0,,,77.0,,,
201,11616,2020,pt,Concours Mines - Télécom,Concours Mines-Télécom Spécifique PT,1832.0,15.7,16.7,,,,1184.0,14.5,18.9,,17.0,,,22.0,,,
202,11621,2020,pt,CONCOURS COMMUN ENSAM,Concours ARTS ET MÉTIERS ParisTech PT,2259.0,14.2,16.3,,,,1400.0,12.5,19.4,,578.0,,,585.0,,,
203,11655,2020,pt,CONCOURS COMMUN INP,Concours CCINP PT,2275.0,15.0,16.6,,,,1468.0,13.1,18.9,,250.0,,,239.0,,,
204,11707,2020,pt,CONCOURS POLYTECH,Concours POLYTECH PT,1986.0,16.0,15.9,,,,1403.0,14.7,17.7,,150.0,,,160.0,,,
205,11711,2020,pt,AUTRES ECOLES,Concours ECE PT,592.0,16.2,13.2,,,,517.0,16.8,14.1,,24.0,,,34.0,,,
206,11723,2020,pt,AUTRES ECOLES,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque PT,320.0,23.4,13.8,,,,250.0,22.4,16.4,,11.0,,,30.0,,,
207,11727,2020,pt,AUTRES ECOLES,Concours ENSAIT Roubaix PT,420.0,23.8,17.9,,,,233.0,24.5,23.2,,10.0,,,16.0,,,
208,11733,2020,pt,AUTRES ECOLES,Concours ENSISA PT,456.0,20.2,15.4,,,,288.0,19.8,20.1,,12.0,,,25.0,,,
209,11738,2020,pt,AUTRES ECOLES,Concours EPF Sceaux-Troyes-Montpellier PT,411.0,21.9,12.9,,,,359.0,21.4,13.9,,12.0,,,14.0,,,
210,11751,2020,pt,AUTRES ECOLES,Concours ESTACA PT,712.0,12.1,16.3,,,,247.0,10.9,23.5,,6.0,,,10.0,,,
211,11759,2020,pt,AUTRES ECOLES,Concours ESTP PT,718.0,19.6,17.8,,,,504.0,18.8,21.6,,78.0,,,59.0,,,
212,11777,2020,pt,FESIC,Concours concours ISEN Ouest PT,822.0,16.2,16.7,,,,0.0,0.0,0.0,,0.0,,,0.0,,,
213,11787,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,59.0,,,61.0,,,
214,11792,2020,pt,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST-TPC,4009.0,47.3,19.8,,,,2097.0,49.7,21.5,,22.0,,,13.0,,,
215,11800,2020,pt,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4146.0,37.5,19.3,,,,1506.0,37.5,21.6,,35.0,,,43.0,,,
216,11807,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatique MP-PC-PSI-PT",4812.0,24.9,18.7,,,,1964.0,24.2,20.1,,23.0,,,31.0,,,
217,11814,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",2294.0,36.4,19.4,,,,1186.0,38.2,18.7,,17.0,,,19.0,,,
218,11821,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2396.0,25.2,17.7,,,,1278.0,25.0,20.6,,36.0,,,37.0,,,
219,11830,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3132.0,23.5,19.5,,,,1047.0,22.4,21.7,,20.0,,,22.0,,,
220,11841,2020,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,81.0,,,111.0,,,
221,11847,2020,pt,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,4540.0,32.5,19.2,,,,2206.0,33.7,19.9,,27.0,,,46.0,,,
222,11853,2020,pt,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT-TPC,1609.0,14.2,19.1,,,,702.0,13.2,21.5,,4.0,,,12.0,,,
223,11863,2020,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,385.0,30.6,15.8,,,,162.0,36.4,17.3,,24.0,,,89.0,,,
224,11880,2020,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),114.0,11.4,7.9,,,,53.0,11.3,7.5,,8.0,,,49.0,,,
225,11885,2020,pt,EPITA,Concours EPITA / IPSA / ESME PT,270.0,14.4,14.8,,,,131.0,13.0,19.8,,18.0,,,23.0,,,
226,11889,2020,tsi,CONCOURS CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech TSI,852.0,9.9,16.0,,,,395.0,10.1,20.3,,36.0,,,35.0,,,
227,11899,2020,tsi,CONCOURS CENTRALE-SUPELEC,Concours CentraleSupélec TSI,643.0,9.6,16.3,,,,346.0,7.8,18.8,,20.0,,,21.0,,,
228,11902,2020,tsi,CONCOURS CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech TSI,852.0,9.9,16.0,,,,395.0,10.1,20.3,,10.0,,,15.0,,,
229,11910,2020,tsi,CONCOURS CENTRALE-SUPELEC,Concours ESTP TSI,381.0,8.1,16.0,,,,268.0,8.6,17.5,,54.0,,,51.0,,,
230,11924,2020,tsi,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts TSI,669.0,10.3,15.8,,,,68.0,11.8,10.3,,17.0,,,18.0,,,
231,11937,2020,tsi,Concours Mines - Télécom,Concours Mines-Télécom TSI,808.0,8.9,17.3,,,,267.0,6.7,22.1,,29.0,,,32.0,,,
232,11964,2020,tsi,CONCOURS COMMUN INP,Concours CCINP TSI,1334.0,11.3,12.6,,,,446.0,9.9,14.6,,75.0,,,81.0,,,
233,11970,2020,tsi,BANQUE EPREUVES CCINP,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque TSI,455.0,10.5,10.3,,,,334.0,9.9,11.7,,28.0,,,35.0,,,
234,11976,2020,tsi,BANQUE EPREUVES CCINP,Concours ENSAIT Roubaix TSI,428.0,10.7,15.4,,,,266.0,8.6,20.3,,6.0,,,7.0,,,
235,11981,2020,tsi,BANQUE EPREUVES CCINP,Concours ENSISA TSI,550.0,9.1,11.3,,,,252.0,7.9,13.9,,10.0,,,15.0,,,
236,11984,2020,tsi,BANQUE EPREUVES CCINP,Concours TPE-Candidats français et de l'Union européenne-filière TSI,455.0,9.2,17.6,,,,141.0,6.4,27.0,,6.0,,,6.0,,,
237,11994,2020,tsi,BANQUE EPREUVES CCINP,Concours ISAT TSI,512.0,8.2,13.3,,,,132.0,6.8,21.2,,9.0,,,11.0,,,
238,12027,2020,tsi,Réseau Polytech,Concours Polytech TSI,1145.0,10.5,13.1,,,,476.0,9.5,14.9,,74.0,,,69.0,,,
239,12032,2020,tsi,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique TSI",619.0,9.7,15.5,,,,264.0,8.3,19.3,,14.0,,,12.0,,,
240,12038,2020,tsi,Groupe INSA,"Concours INSA Domaine Génie électrique, électronique, automatique TSI",496.0,10.9,15.7,,,,207.0,6.8,18.8,,11.0,,,11.0,,,
241,12044,2020,tsi,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation TSI",462.0,10.2,16.0,,,,162.0,8.6,19.8,,5.0,,,6.0,,,
242,12051,2020,tsi,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique TSI",619.0,9.7,15.5,,,,264.0,8.3,19.3,,9.0,,,6.0,,,
243,12058,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,59.0,,,61.0,,,
244,12063,2020,tsi,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST-TPC,4009.0,47.3,19.8,,,,2097.0,49.7,21.5,,22.0,,,13.0,,,
245,12071,2020,tsi,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4146.0,37.5,19.3,,,,1506.0,37.5,21.6,,35.0,,,43.0,,,
246,12078,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatique MP-PC-PSI-PT",4812.0,24.9,18.7,,,,1964.0,24.2,20.1,,23.0,,,31.0,,,
247,12085,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",2294.0,36.4,19.4,,,,1186.0,38.2,18.7,,17.0,,,19.0,,,
248,12092,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2396.0,25.2,17.7,,,,1278.0,25.0,20.6,,36.0,,,37.0,,,
249,12101,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3132.0,23.5,19.5,,,,1047.0,22.4,21.7,,20.0,,,22.0,,,
250,12112,2020,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3281.0,21.0,17.7,,,,1956.0,21.3,19.4,,81.0,,,111.0,,,
251,12118,2020,tsi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,4540.0,32.5,19.2,,,,2206.0,33.7,19.9,,27.0,,,46.0,,,
252,12124,2020,tsi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT-TPC,1609.0,14.2,19.1,,,,702.0,13.2,21.5,,4.0,,,12.0,,,
253,12134,2020,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,385.0,30.6,15.8,,,,162.0,36.4,17.3,,24.0,,,89.0,,,
254,12151,2020,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),114.0,11.4,7.9,,,,53.0,11.3,7.5,,8.0,,,49.0,,,
255,12156,2020,tsi,EPITA,Concours EPITA / IPSA / ESME TSI,252.0,7.1,12.7,,,,98.0,8.2,13.3,,17.0,,,15.0,,,
256,14222,2019,bcpst,A BIO,Concours A BIO,2908.0,72.9,21.9,2335.0,71.3,25.5,2159.0,71.4,26.7,,939.0,,,974.0,,,
257,14228,2019,bcpst,A ENV,Concours A ENV,1951.0,76.2,26.8,961.0,74.0,37.7,626.0,73.2,40.6,,459.0,,,459.0,,,
258,14236,2019,bcpst,PC BIO,Concours A PC BIO,1093.0,72.1,25.4,661.0,66.9,32.8,611.0,65.8,33.6,,27.0,,,33.0,,,
259,14244,2019,bcpst,G2E,Concours ENGEES G2E-BCPST,1616.0,72.2,21.3,609.0,70.1,31.7,567.0,69.8,33.2,,31.0,,,29.0,,,
260,14254,2019,bcpst,G2E,Concours Polytech G2E-BCPST,1616.0,72.2,21.3,609.0,70.1,31.7,585.0,69.7,32.8,,9.0,,,16.0,,,
261,14258,2019,bcpst,G2E,Concours concours ENSG Marne La vallée G2E-BCPST,1616.0,72.2,21.3,609.0,70.1,31.7,580.0,69.8,32.9,,9.0,,,6.0,,,
262,14263,2019,bcpst,G2E,Concours concours des écoles des Mines G2E-BCPST,1616.0,72.2,21.3,609.0,70.1,31.7,450.0,69.6,35.3,,14.0,,,11.0,,,
263,14288,2019,bcpst,CONCOURS POLYTECH,Concours POLYTECH A BIO,1783.0,75.4,24.0,1291.0,74.3,26.3,1261.0,74.4,26.7,,108.0,,,125.0,,,
264,14293,2019,bcpst,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
265,14301,2019,bcpst,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
266,14308,2019,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatique MP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
267,14315,2019,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
268,14322,2019,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
269,14331,2019,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
270,14342,2019,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
271,14348,2019,bcpst,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
272,14354,2019,bcpst,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
273,14374,2019,psi,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec PSI,100.0,33.0,12.0,19.0,26.3,5.3,19.0,26.3,5.3,,13.0,,,15.0,,,
274,14379,2019,psi,BANQUE CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech PSI,3303.0,22.6,21.3,1529.0,19.0,19.9,1187.0,20.6,19.5,,283.0,,,266.0,,,
275,14384,2019,psi,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier PSI,655.0,33.0,22.4,560.0,33.2,22.0,448.0,35.9,21.0,,23.0,,,20.0,,,
276,14391,2019,psi,BANQUE CENTRALE-SUPELEC,Concours ESTP PSI,1439.0,26.4,24.5,1201.0,26.6,23.8,922.0,27.9,21.4,,176.0,,,184.0,,,
277,14405,2019,psi,CONCOURS COMMUN MINES-PONTS,Concours CCMP PSI,3648.0,22.4,18.5,1237.0,18.7,14.6,1221.0,18.7,14.6,,437.0,,,416.0,,,
278,14446,2019,psi,CONCOURS COMMUN INP,Concours CCINP PSI,5248.0,24.4,18.4,3592.0,23.1,20.5,3111.0,23.7,20.6,,825.0,,,857.0,,,
279,14459,2019,psi,BANQUE EPREUVES CCINP,Concours ENSISA PSI,1066.0,31.3,21.6,750.0,31.6,21.5,163.0,30.1,23.3,,35.0,,,28.0,,,
280,14464,2019,psi,CONCOURS COMMUN TPE,Concours TPE-Candidats français et de l'Union européenne-filièrePSI,2281.0,28.3,21.9,1305.0,26.4,24.0,474.0,32.7,28.5,,49.0,,,48.0,,,
281,14479,2019,psi,Concours Mines-Télécom,Concours Mines-Télécom PSI,4102.0,24.4,19.2,2256.0,22.4,20.0,2165.0,22.5,20.1,,321.0,,,314.0,,,
282,14487,2019,psi,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PSI,4102.0,24.4,19.2,2997.0,23.8,20.4,2565.0,23.7,20.7,,75.0,,,67.0,,,
283,14584,2019,psi,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,2455.0,27.4,18.5,1829.0,27.7,17.9,1584.0,28.2,18.4,,226.0,,,703.0,,,
284,14592,2019,psi,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais PSI,409.0,31.3,19.8,365.0,31.5,18.6,188.0,36.2,19.7,,24.0,,,45.0,,,
285,14596,2019,psi,Autres écoles E3A,Concours ENSAIT Roubaix PSI,501.0,39.5,22.2,358.0,43.6,23.2,92.0,47.8,23.9,,13.0,,,17.0,,,
286,14610,2019,psi,Autres écoles E3A,Concours ESTACA PSI,1014.0,24.4,20.5,398.0,25.1,28.9,398.0,25.1,28.9,,26.0,,,22.0,,,
287,14627,2019,psi,FESIC,Concours concours ISEN Ouest PSI,892.0,31.5,15.6,712.0,33.3,15.6,122.0,32.0,13.9,,1.0,,,30.0,,,
288,14631,2019,psi,FESIC,Concours concours ISEN Méditerrannée PSI,892.0,31.5,15.6,712.0,33.3,15.6,122.0,32.0,13.9,,6.0,,,40.0,,,
289,14639,2019,psi,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
290,14647,2019,psi,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – EnvironnementMP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
291,14654,2019,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatiqueMP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
292,14661,2019,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
293,14668,2019,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
294,14677,2019,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisationPC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
295,14688,2019,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniquePSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
296,14694,2019,psi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
297,14700,2019,psi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
298,14710,2019,psi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,249.0,24.9,15.7,164.0,28.0,13.4,117.0,30.8,12.0,,16.0,,,92.0,,,
299,14727,2019,psi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique,60.0,15.0,8.3,40.0,15.0,12.5,19.0,15.8,21.1,,1.0,,,46.0,,,
300,14732,2019,psi,EPITA,Concours EPITA / IPSA / ESME PSI,396.0,23.5,17.4,257.0,20.6,16.3,205.0,22.0,16.1,,36.0,,,55.0,,,
301,14758,2019,mp,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec MP,857.0,28.7,15.1,240.0,21.7,18.8,224.0,22.3,19.2,,48.0,,,43.0,,,
302,14763,2019,mp,BANQUE CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech MP,2386.0,25.4,24.7,378.0,20.6,29.6,137.0,23.4,38.0,,2.0,,,40.0,,,
303,14769,2019,mp,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier MP,488.0,35.7,16.8,414.0,37.2,16.7,328.0,38.7,14.6,,18.0,,,15.0,,,
