adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/zQyENl8YMK1TUAhmjGvgQ63s11r.jpg,"[35, 10749]",42305,en,Who's Minding the Store?,"Jerry Lewis plays Norman Phiffer, a proud man in a humble life, who doesn't know that his girlfriend, Barbara, is heir to the Tuttle Department Store dynasty. Mrs. Tuttle, Barbara's mother, is determined to split the two lovers, and hires Norman in an attempt to humiliate him enough that Barbara leaves him. Will she ruin their love, or will he ruin her store?",5.746,/9VdtJ3yKXZqP5mJ4L7jq4M7zSTv.jpg,1963-11-28,Who's Minding the Store?,False,7.2,63
False,/oo4BWafFHgnFIY7Ymbs8TaTHw3k.jpg,"[9648, 53]",11605,en,The List of Adrian Messenger,"Adrian Messenger, a famous writer, asks his friend Anthony Gethryn, a former British agent, to help him investigate the whereabouts of the people who appear on a list, without asking him the reason why he should do so.",5.689,/vk7Oai4DcbTFZb201LGlXpfoAt6.jpg,1963-05-23,The List of Adrian Messenger,False,6.9,59
False,/nD5JILuulYrIAzFtFNw4xxT7fwP.jpg,"[35, 18, 10752]",52705,fr,Les Carabiniers,"During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits.",6.734,/oBL7ragSWtX8rHswM25BkdzQzWZ.jpg,1963-05-31,Les Carabiniers,False,6.3,38
False,/3uxGjhSt2uXA1GZ3sZ05SG08SiN.jpg,"[35, 18, 10749]",39495,en,Love with the Proper Stranger,"Angie Rossini, an innocent New York City sales clerk from a repressive Italian-American family, engages in a short-lived affair with a handsome jazz musician named Rocky Papasano. When Angie becomes pregnant, she tracks down Rocky hoping he'll pay for her abortion. Rocky agrees to help, but after seeing the unsanitary abortion facility, he refuses to let Angie go through with the procedure and attempts to make her an honest woman.",3.972,/mbS4rOniwzAnNsxIcb0sum8gVTE.jpg,1963-12-25,Love with the Proper Stranger,False,6.7,46
False,/18K2HbBzVy0I2E5Nxe8gAwSHSPU.jpg,"[18, 80]",4195,fr,Landru,"France, WWI. Landru, the father of four Children, contacts Parisian women through newspapers, seduces and eventually kills them in order to feed his little family.",5.597,/fbNY5TQz9TjXWHo0QkOSar8Vy0s.jpg,1963-01-25,Bluebeard,False,6.4,41
False,/hGNDB01i57YvRSD8K43BFbcWAzf.jpg,"[12, 80, 18]",69729,fr,L'Aîné des Ferchaux,Young boxer Michel Maudet is sacked by his manager after a series of match defeats and is forced to look for a new job. He is engaged as secretary to a millionaire named Ferchaux who is in a hurry to flee the country when he discovers he has been implicated in a high-profile fraud.,5.005,/1wjAEZWBcdjrwePqJ34RLPpAq8.jpg,1963-09-25,Magnet of Doom,False,6.4,39
False,/oYqxi6sQnRnuSXbnpd9eZ6PNSB5.jpg,"[28, 80, 18]",56800,fr,Judex,"Georges Franju's Judex is an arch, playful tribute to the serials of the influential silent filmmaker Louis Feuillade. Franju shuffles through the plot of Feuillade's lengthy serial of the same name, about an adventurer named Judex (Channing Pollock) whose revenge against the corrupt banker Favraux (Michel Vitold) unleashes a complicated series of schemes.",4.635,/1ruUFpYFQwAKeZQDuy8p7ts8dBW.jpg,1963-12-04,Judex,False,7,60
False,/6GBi3WkCMRWQ9gWKYkSni9PJIUe.jpg,[10749],81399,fr,La Boulangère de Monceau,"Early new wave effort from Rohmer, which was the first of his six moral tales. It concerns a young man who approaches a girl in the street, but after several days without seeing her again, he becomes involved with the girl in the local bakery. Eventually, he has to choose between them when he arranges dates with them on the same day.",4.353,/zSNRv4hvTwNnOYKbWZNPjiilW7H.jpg,1963-01-01,The Bakery Girl of Monceau,False,6.9,76
False,/qmSndmoRi5s3F4zTZpVvBIYcmTc.jpg,"[18, 36, 10752]",3010,en,The Cardinal,"A young Catholic priest from Boston confronts bigotry, Nazism, and his own personal conflicts as he rises to the office of cardinal.",5.457,/alXyPH1AZEdNP9vlbcCo3rlOJhq.jpg,1963-12-12,The Cardinal,False,6.6,34
False,/coGjjM9d7azWwIFGVJRpKIqDIr7.jpg,"[18, 10752]",27858,en,PT 109,"Dramatization of President John F. Kennedy's war time experiences during which he captained a PT boat, took it to battle and had it sunk by a Japanese destroyer. He and the survivors had to make their way to an island, find food and shelter and signal the Navy for rescue.",5.23,/gmuXeZehVlrYmfWSAgffBWso8wa.jpg,1963-06-19,PT 109,False,6.3,14
False,/aZm8O7mNw8sOpzOnJY9SkRC0KJo.jpg,"[35, 18]",49876,en,The Mouse on the Moon,"Sequel to The Mouse that Roared; The Tiny Country of Grand Fenwick has a hot water problem in the castle. To get the money necessary to put in a new set of plumbing, they request foreign aid from the U.S. for Space Research. The Russians then send aid as well to show that they too are for the internationalization of space. While the grand Duke is dreaming of hot baths, their one scientist is slapping together a rocket. The U.S. and Soviets get wind of the impending launch and try and beat them to the moon.",3.092,/yoFxAPukb5dc9RMqrnt4qm6RBZB.jpg,1963-05-07,The Mouse on the Moon,False,6,18
False,/h2e5tX03aDPVPyRyxixvXyII9kq.jpg,"[35, 10749]",30204,en,"Move Over, Darling","Three years into their loving marriage, with two infant daughters at home in Los Angeles, Nicholas Arden and Ellen Wagstaff Arden are on a plane that goes down in the South Pacific. Although most passengers manage to survive the incident, Ellen presumably perishes when swept off her lifeboat, her body never recovered. Fast forward five years. Nicholas, wanting to move on with his life, has Ellen declared legally dead. Part of that moving on includes getting remarried, this time to a young woman named Bianca Steele, who, for their honeymoon, he plans to take to the same Monterrey resort where he and Ellen spent their honeymoon. On that very same day, Ellen is dropped off in Los Angeles by the Navy, who rescued her from the South Pacific island where she was stranded for the past five years. She asks the Navy not to publicize her rescue nor notify Nicholas as she wants to do so herself.",6.671,/dYhjuz5LV7ymbhKk4xQ6hYSg5lm.jpg,1963-12-19,"Move Over, Darling",False,6.9,55
False,/b2BGKF9XlrRjXgvyIuaOt4iinzS.jpg,[37],112220,en,Cattle King,A rich landowner of Wyoming fights to prevent the Texas herds from trampling his rich meadows.,3.068,/fw9uDJvHcb6GmA8FFD1TDDfUzoN.jpg,1963-07-08,Cattle King,False,6,5
False,/yD1631ZvQI5D8DlXDM9Cf0uVRhJ.jpg,"[10402, 10749]",43532,en,Summer Holiday,"1960s musical showcasing Cliff Richard. Four bus mechanics working for London Transport strike up a deal with the company: they do up a one of the company's legendary red double decker buses and take it to southern Europe as a mobile hotel. If it succeeds, they will be put in charge of a whole fleet. While on the road in France they pick up three young British ladies whose car breaks down and offer to take them to their next singing job in Athens. They also pick up a stowaway, who hides the fact that she's a famous American pop star on the run, chased by the media and her parents.",4.738,/j8xMk9VjWlnNt17VLPTBpu7V1c9.jpg,1963-02-18,Summer Holiday,False,6.2,24
False,/1gd2sQlTZ1SzLyVDnUMgEVQj9Oa.jpg,"[35, 18, 10752]",33728,en,"Captain Newman, M.D.","In 1944, Capt. Josiah J. Newman is the doctor in charge of Ward 7, the neuropsychiatric ward, at an Army Air Corps hospital in Arizona. The hospital is under-resourced and Newman scrounges what he needs with the help of his inventive staff, especially Cpl. Jake Leibowitz. The military in general is only just coming to accept psychiatric disorders as legitimate and Newman generally has 6 weeks to cure them or send them on to another facility. There are many patients in the ward and his latest include Colonel Norville Bliss who has dissociated from his past; Capt. Paul Winston who is nearly catatonic after spending 13 months hiding in a cellar behind enemy lines; and 20 year-old Cpl. Jim Tompkins who is severely traumatized after his aircraft was shot down. Others come and go, including Italian prisoners of war, but Newman and team all realize that their success means the men will return to their units.",4.272,/9KvC8LThDRaxSlmSbBaIaIftjoF.jpg,1963-12-25,"Captain Newman, M.D.",False,6.4,17
False,/n6OG7rBZZoTGl7otm8TbeWKzva6.jpg,"[35, 10402, 10749]",8745,en,It Happened at the World's Fair,"Mike and Danny fly a cropduster, but because of Danny's gambling debts, a local sheriff takes custody of it. Trying to earn money, they hitch-hike to the World's Fair in Seattle and, while Danny tries to earn money playing poker, Mike takes care of a small girl whose father has disappeared. Being a ladies' man, he also finds the time to court a young nurse.",4.984,/hV5Kf6ZgBL0OPLkCGd4aSTRWAs0.jpg,1963-04-03,It Happened at the World's Fair,False,6,25
False,/xBvg3bAQoW0va81mKhgyvo7yqt6.jpg,[18],37222,en,The V.I.P.s,Wealthy passengers fogged in at London's Heathrow Airport fight to survive a variety of personal trials.,5.785,/rlDromcNudpKl69gzqnBNotu9lo.jpg,1963-09-01,The V.I.P.s,False,6.4,35
False,/6gAnMCcy8M6JQFSxscl5LESwhvI.jpg,"[18, 27, 9648, 53]",42344,en,Paranoiac,"Simon Ashby is a wealthy psychotic who is is coddled by his aunt in their palatial mansion outside of London. One day, Ashby's long lost brother mysteriously arrives at the house, but events prove that he is an impostor, sent by Keith Kossett, son of the attorney for the family estate, who has been dipping into the family trust fund.",4.674,/5qhcpfysONaH6fzrLnOzEvTqQWI.jpg,1963-01-07,Paranoiac,False,6.8,48
False,/47KVBKLnrfcUIX7F4MMXFcE3JyS.jpg,"[18, 28, 10751, 12, 37]",50033,en,Savage Sam,"Travis, Arliss, and Lisbeth are captured by Apaches while Old Yeller's son, Sam, tracks their trail.",3.728,/lWHdfGKfVzn7dBxKgvXHljxNKUw.jpg,1963-06-01,Savage Sam,False,5.1,17
False,/tQdpw2aFYwHGYMovYRg2Xl4E58m.jpg,[12],104658,en,Rampage,"In colonial Malaysia, British big game-hunter Otto Abbot and American trapper Harry Stanton clash over the ethics of catching versus killing animals and over Abbot's mistress, Anna.",6.14,/6lfpu7OcGhytpICF0oAuNe1DtGp.jpg,1963-10-09,Rampage,False,5.3,6
False,/prVH6SyQ6yDmzVxxkcr57zhLM5C.jpg,"[35, 10751, 14]",433,en,Mary Poppins,A magical nanny employs music and adventure to help two neglected children become closer to their father.,39.931,/a5K7H3PDBG8G1B9TTD2efTR0f9Y.jpg,1964-08-27,Mary Poppins,False,7.6,3911
False,/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,"[18, 35, 10752]",935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",25.094,/3clod4q8qkgU7pyOmZ7Re0G7GDc.jpg,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,8.1,4431
False,/lh65Y0sUQcRh5UVVgnTOfMUbN2c.jpg,"[12, 28, 53]",658,en,Goldfinger,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",21.924,/rFk6CQbt9hVU1rybz3AElvyaxol.jpg,1964-09-20,Goldfinger,False,7.4,2772
False,/ApjqczKExVLnHqnXEkibbBTbyTc.jpg,[37],391,it,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",21.39,/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,1964-01-18,A Fistful of Dollars,False,7.9,3216
False,/zd3p7GKopxH4rIjGoDQ1ugalUtx.jpg,"[16, 10751, 10770]",13382,en,Rudolph the Red-Nosed Reindeer,"Sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his glowing nose, teams up with Hermey, an elf who wants to be a dentist, and Yukon Cornelius, the prospector. They run into the Abominable Snowman and find a whole island of misfit toys. Rudoph vows to see if he can get Santa to help the toys, and he goes back to the North Pole on Christmas Eve. But Santa's sleigh is fogged in. But when Santa looks over Rudolph, he gets a very bright idea...",17.213,/WvJj5TsW3lPJcbbvZtJazsFhvY.jpg,1964-12-06,Rudolph the Red-Nosed Reindeer,False,7.3,404
False,/ClZEb4ddOQ3MwwcCUVxYhHWfSc.jpg,"[80, 18, 9648, 10749, 53]",506,en,Marnie,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",16.731,/itd4eQVOCLvyi17yNXGAC0TmWzJ.jpg,1964-07-17,Marnie,False,7.2,816
False,/jEu6IXn586VYuEJscLTb47vjoyA.jpg,[35],41308,es,El Padrecito,"Young priest Father Sebastián is assigned to a parish in San Jeronimo el Alto, where he is not welcomed by the community, particularly the resident priest Father Damián. The newcomer gradually earns the trust of the people through humor, but firmly captures their hearts by saving the town fiesta by fighting a bull when the hired torero failed to show. Father Sebastián counsels the townspeople, lecturing them on their duties in a modern society. He used the collection plate to redistribute the town's wealth more evenly.",15.462,/fREvHyV2W1gG1HrBaAbxmXiYE2P.jpg,1964-09-03,El Padrecito,False,7.9,120
False,/e2PdUYXEfakHBkszG5kJlv5mnbm.jpg,[35],4727,fr,Le Gendarme de Saint-Tropez,"The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",14.684,/59ri09xh35iWGrEQV8gUUoebirr.jpg,1964-09-08,Le Gendarme de Saint-Tropez,False,7.1,674
False,/xMoQjqa3JUc2unO4nF9PmM1JTQu.jpg,"[10749, 18]",11113,en,My Fair Lady,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,14.116,/bTXVc29lGSNclf94VIZ49W4gGKl.jpg,1964-10-21,My Fair Lady,False,7.6,989
False,/vIOqw0OBXpSeAxBVYwWqCMrcda8.jpg,"[28, 18, 36, 10752]",14433,en,Zulu,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",13.861,/43ddKmYjzNrvS7xvHVwtq03N6xP.jpg,1964-01-22,Zulu,False,7.4,383
False,/5YMJv36AQpwhVZm0anmrVA3TcCk.jpg,[18],66956,fr,Les amitiés particulières,A tale of the tender relationship between a twelve-year-old boy and the upperclassman who is the object of his desire. All set in the rigid atmosphere of a Jesuit-run school.,13.428,/yE6l5CUHeGhYua8yUDNtp4yEwz.jpg,1964-09-04,This Special Friendship,False,7.4,37
False,/oOM2JzhVBjWyZFHW2iBQQ8A3znY.jpg,"[18, 53]",16672,ja,砂の女,An entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,13.381,/rE6vtXBDXy3cjyFmxfsDese0Eo4.jpg,1964-02-15,Woman in the Dunes,False,8.3,272
False,/gB7HnaXiW55375A8zYvyJTL6Kpa.jpg,"[35, 80, 12, 14]",1871,fr,Fantômas,Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,12.677,/tKFmEZLSkqg6vYP8g62qQa6RTnd.jpg,1964-11-04,Fantomas,False,6.8,568
False,/wpTgHZCCfM3SffZvq6tCFdkkMz0.jpg,"[18, 36, 10752]",17277,en,The Fall of the Roman Empire,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.",12.307,/ggrPUKNYFZ6ogs896ZiT0lQG9Tr.jpg,1964-03-24,The Fall of the Roman Empire,False,6.6,135
False,/9hWiNbvLR3nPDanTdEWOc4EeBGp.jpg,"[10402, 35]",704,en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",11.727,/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,1964-07-07,A Hard Day's Night,False,7.4,502
False,/hVGRef6zIOarZW6Zc9lqAx4E4bq.jpg,"[14, 27, 18]",30959,ja,怪談,"Taking its title from an archaic Japanese word meaning ""ghost story,"" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.",11.5,/t9UMfViYl47SdZZatKQ1JKjjCgs.jpg,1964-12-29,Kwaidan,False,7.8,257
False,/26uC7CZWORW3QU9EeMn0L3Elucf.jpg,"[27, 14]",28667,en,The Gorgon,"In the early 20th century a village experienced a series of inexplicable murders. All the victims were young men who had been turned to stone. The perpetrator of these deaths was a being so repulsive that she transformed the onlooker using the power of her deadly stare. Much of the time the creature took the form of a beautiful and seductive woman, but during periods of the full moon she becomes a living horror, vicious and deadly. A professor has come to investigate the deaths, bringing with him his beautiful assistant whose knowledge of the Gorgon is more intimate than anyone would ever realise.",7.75,/yk0hJB3hy3o6cAzv5tjcPoKQd9p.jpg,1964-10-18,The Gorgon,False,6.4,107
False,/9IApWHVAtkXuVdSOnvji3n5zLcq.jpg,"[27, 878]",21159,en,The Last Man on Earth,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",11.561,/u13kK2YighKtb0KNXtlxv5RJrGD.jpg,1964-03-08,The Last Man on Earth,False,6.7,289
False,/ihiFShj2lEAJvtRqD90ejvPZBK4.jpg,"[27, 18]",3763,ja,鬼婆,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",11.234,/wSEnsxufQqQhv9QZ05dIRYug4e7.jpg,1964-11-21,Onibaba,False,7.8,256
False,/sEzvKkFiHlscYQcCOx49t6S7B6q.jpg,"[18, 36]",15421,en,Becket,"King Henry II of England has trouble with the Church. When the Archbishop of Canterbury dies, he has a brilliant idea. Rather than appoint another pious cleric loyal to Rome and the Church, he will appoint his old drinking and wenching buddy, Thomas Becket, technically a deacon of the church, to the post. Unfortunately, Becket takes the job seriously and provides abler opposition to Henry.",11.131,/8DkTQItgPL9LHQsK5BJiYHnUZ3W.jpg,1964-03-11,Becket,False,7.2,133
False,/nJP9ZEstXqsRsCaKv2VmdZ8kQQP.jpg,"[28, 12, 878]",1682,ja,モスラ対ゴジラ,"Journalists Ichiro Sakai and Junko cover the wreckage of a typhoon when an enormous egg is found and claimed by greedy entrepreneurs. Mothra's fairies arrive and are aided by the journalists in a plea for its return. As their requests are denied, Godzilla arises near Nagoya and the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.",10.838,/avxUDXXfMQa5AIXpRpDXsyBh7UZ.jpg,1964-04-29,Mothra vs. Godzilla,False,7.1,195
False,/txopLEglF7yhenRw2gR1dl2YH8Z.jpg,"[35, 80, 18, 9648, 53]",757,en,Murder Most Foul,A murderer is brought to court and only Miss Marple is unconvinced of his innocence. Once again she begins her own investigation.,10.783,/qTCKB5rxYzgdWUUH4UMgpRVH3GJ.jpg,1964-03-01,Murder Most Foul,False,7,102
False,/iNAOupG7L1Z9zeDQh8aBBlfQacN.jpg,[37],40630,en,Cheyenne Autumn,A reluctant cavalry Captain must track a defiant tribe of migrating Cheyennes.,9.156,/kYc1NuT9Cvm6GHAdf5nlEXb3evl.jpg,1964-10-03,Cheyenne Autumn,False,6.6,93
False,/ol85vXUrOnXpfVU6ZVFBoqTNGGt.jpg,"[28, 12, 878]",15766,ja,三大怪獣　地球最大の決戦,A meteor lands in Kurobe Valley as detective Shindo is assigned to protect Princess Salno from assassination. She emerges under the guise of a Venusian prophetess and catches the attention of journalist Naoko and Mothra's fairies by predicting a powerful space monster's arrival. The infant Mothra must convince Godzilla and Rodan to set aside their hatred of humanity or face the monster alone.,10.687,/4PqALjeFqOfPHqeVan3bQ5mYegp.jpg,1964-12-20,"Ghidorah, the Three-Headed Monster",False,7.2,164
False,/rK22M6yVJgVTQSj91a8ILDJvwhM.jpg,[18],10604,el,Αλέξης Ζορμπάς,An uptight English writer traveling to Crete on a matter of business finds his life changed forever when he meets the gregarious Alexis Zorba.,10.631,/jAYOY38TRDprIgu7vgES0FFJJSl.jpg,1964-12-14,Zorba the Greek,False,7.5,256
False,/t0tfbbQKQVraqGoucYgjQgKwHZM.jpg,[12],12539,fr,La Tulipe noire,"Aristocrat Guillaume de Saint Preux leads a double life as a masked bandit known as the Black Tulip. The Black Tulip only robs rich aristocrats, so the local peasants regard him as a hero. Baron La Mouche is convinced Guillaume is the Tulip. During a robbery, he scars the Tulip's face, and hopes to use this to expose Guillaume, but Guillaume is one step ahead.",10.248,/cbCNrtE1u0XKThtOOxNKPEdnxsP.jpg,1964-02-28,The Black Tulip,False,6.2,81
False,/wVoGdV7PGc9vs0udN2FxnCJpoqz.jpg,"[18, 10749]",5967,fr,Les Parapluies de Cherbourg,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",10.239,/jgB88XoKb3uOPPvGKNuE9wuaxDE.jpg,1964-02-19,The Umbrellas of Cherbourg,False,7.4,541
False,/1PiGlzTv3RYUaKSeEvKlqVhhvv4.jpg,"[35, 10749]",39231,en,Man's Favorite Sport?,"Roger Willoughby is a renowned fishing expert, who, unbeknownst to his friends, co-workers, or boss, has never cast a line in his life. One day, he crosses paths with Abigail Paige, a sweetly annoying girl who has just badgered his boss into signing Roger up for an annual fishing tournament.",8.174,/ntfUs7PpyYhfmtM7sZjvDdkC7bA.jpg,1964-01-31,Man's Favorite Sport?,False,7,88
False,/xe43LKesFXjQgP4W1s2juf7Tb4t.jpg,[18],26638,it,Il deserto rosso,"Amid the modern wastelands and toxic factories of Italy, wife and mother Giuliana desperately tries to conceal her tenuous grip on reality from those around her, especially her successful yet neglectful husband, Ugo. Ugo's old pal, Corrado, shows up in town on a business trip and is more sensitive to Giuliana's anxieties. They begin an affair, but it does little to quell Giuliana's existential fears, and her mental state rapidly deteriorates.",9.966,/rGcTVdyhaGzMxPPRVApXre6F7SD.jpg,1964-09-04,Red Desert,False,7.5,312
False,/3zZNORpf1iTEgQYhAqWbJnXYKxp.jpg,"[18, 53, 80, 9648, 35]",758,en,Murder Ahoy,"During an annual board of trustees meeting, one of the trustees dies. Miss Marple thinks he’s been poisoned after finding a chemical on him. She sets off to investigate at the ship where he had just come from. The fourth and final film from the Miss Marple series starring Margaret Rutherford as the quirky amateur detective.",9.654,/rfWqXgr0yVz8Ml4JdUEBOmN6KrW.jpg,1964-09-22,Murder Ahoy,False,7,92
False,/7AP3RLWMnnJDy1fspP3jK7f89RL.jpg,"[35, 18, 10402, 10749]",2098,en,Viva Las Vegas,"Lucky Jackson arrives in town with his car literally in tow ready for the first Las Vegas Grand Prix - once he has the money to buy an engine. He gets the cash easily enough but mislays it when the pretty swimming pool manageress takes his mind off things. It seems he will lose both race and girl, problems made more difficult by rivalry from Elmo Mancini, fellow racer and womaniser.",9.583,/mpI1qaQJXmqfuUgrmxczvWLcHqu.jpg,1964-02-08,Viva Las Vegas,False,6.3,92
False,/1oziVuVtJc7BgHRCVLhVJ53u9u3.jpg,"[28, 12, 35]",4034,fr,L'Homme de Rio,"French military man Adrien Dufourquet gets an eight-day furlough to visit his fiancée, Agnès. But when he arrives in Paris, he learns that her late father's partner, museum curator Professor Catalan, has just been kidnapped by a group of Amazon tribesmen who have also stolen a priceless statue from the museum. Adrien and Agnès pursue the kidnappers to Brazil, where they learn that the statue is the key to a hidden Amazon treasure.",9.569,/rYagiP1TfTpHITL5tXTFiqfsyQl.jpg,1964-02-05,That Man from Rio,False,7.6,232
False,/kRQOykxekL7Lr77NHbmIHt8iyLt.jpg,"[53, 10752, 28]",3482,en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",9.556,/9hCN2wgZaszUjEgLp65OK4uwfRT.jpg,1964-09-24,The Train,False,7.5,224
False,/wVXLE90KHxMDfNb4mbWFs69Lmkx.jpg,"[18, 10749]",14703,en,The Night of the Iguana,A defrocked Episcopal clergyman leads a bus-load of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,9.505,/1pInhOAbBhNmaiXvnOAkzIty9eR.jpg,1964-08-06,The Night of the Iguana,False,7.3,103
False,/xSC1aqjVoWhMkHqcnk3FbIf5Lzm.jpg,"[10749, 35]",22829,en,Paris When It Sizzles,"Hollywood producer Alexander Meyerheimer has hired drunken writer Richard Benson to write his latest movie. Benson has been holed up in a Paris apartment supposedly working on the script for months, but instead has spent the time living it up. Benson now has just two days to the deadline and thus hires a temporary secretary, Gabrielle Simpson, to help him complete it in time.",9.414,/zXkpGG2PgllUFAFo0bxj2qdHPCN.jpg,1964-03-16,Paris When It Sizzles,False,6.4,132
False,/brR9IQgWt01b4Am3CyOckUU0m3u.jpg,"[18, 10749]",35790,bn,চারুলতা,"In 1870s India, Charulata (Madhabi Mukherjee) is an isolated, artistically inclined woman who sees little of her busy journalist husband, Bhupati (Sailen Mukherjee). Realizing that his wife is alienated and unhappy, he convinces his cousin, Amal (Soumitra Chatterjee), to spend time with Charulata and nourish her creative impulses. Amal is a fledgling poet himself, and he and Charulata bond over their shared love of art. But over time a sexual attraction develops, with heartbreaking results.",8.359,/rfImWkN8bGPWo6lT5PFZgudiP9D.jpg,1964-04-17,Charulata,False,7.6,99
False,/vpPdmaGYQUiM9Rb2znWpNyzE3Km.jpg,"[80, 18]",36245,fr,Le journal d'une femme de chambre,"Celestine has a new job as a chambermaid for the quirky M. Monteil, his wife and her father. When the father dies, Celestine decides to quit her job and leave, but when a young girl is raped and murdered, Celestine believes that the Monteils' groundskeeper, Joseph, is guilty, and stays on in order to prove it. She uses her sexuality and the promise of marriage to get Joseph to confess -- but things do not go as planned.",9.889,/epCJe5dzAn21mQ9L1fQ2FjIF13T.jpg,1964-01-01,Diary of a Chambermaid,False,7.2,135
False,/yw898RboPq7qg6hnw4ACDhilncg.jpg,"[18, 35, 10749]",49687,it,Matrimonio all'italiana,"When Domenico first meets Filomena in Naples during World War II, he is instantly smitten. Flash forward to the postwar years, and the two meet again, sparking a passionate affair that spans two decades. But when Filomena — who has now become Domenico's kept woman and has secretly borne his children — learns that her lover is planning to wed another, she will stop at nothing to hook him into marrying her instead.",9.124,/1VVQFXwr4i6QSAoPnCs9UmGTUVw.jpg,1964-12-18,Marriage Italian Style,False,7.8,388
False,/lrCqOGlWhKrUNtFI4zY0oxnmdGH.jpg,"[12, 878]",34276,en,First Men in the Moon,"The world is delighted when a spacecraft containing a crew made up of the world's astronauts lands on the moon, but are shocked when the astronauts discover an old British flag and a document declaring that the moon is taken for Queen Victoria proving that the astronauts were not the first men on the moon.",6.599,/i2PFsFokhDTuG2kouFBKuiJ22z6.jpg,1964-07-01,First Men in the Moon,False,6.3,91
False,/kYmAW7rx3OLSbwRKdGXAjQhsCUT.jpg,"[37, 12]",3686,de,Winnetou II,"Forester, a ruthless oil baron, wants to create a war between the native American tribes and the white men. Old Shatterhand, Winnetou and their sidekick Castlepool try to prevent this.",9.103,/3UXTBXX4XsM5HqhDW2vxZtcs0fk.jpg,1964-09-17,Winnetou: The Red Gentleman,False,6.5,84
