date,ID,lat,long,value
2018-01,ASN00061143,-32.654,151.021,36
2018-01,ASN00061135,-32.1018,151.2333,126
2018-01,ASN00061130,-32.5113,150.7968,82
2018-01,ASN00061096,-32.5997,151.618,114
2018-01,ASN00061110,-32.8736,150.7936,110
2018-01,ASN00061100,-32.7667,151.0872,500
2018-01,ASN00061097,-31.9201,151.2355,424
2018-01,ASN00061151,-32.2426,151.683,460
2018-01,ASN00061119,-33.385,150.9856,180
2018-01,ASN00061152,-32.9995,151.2908,100
2018-01,ASN00061220,-33.2381,151.3003,210
2018-01,ASN00061170,-32.2809,151.7948,284
2018-01,ASN00061191,-32.6126,150.9761,68
2018-01,ASN00061192,-32.2092,150.7365,36
2018-01,ASN00061196,-31.7069,151.2131,372
2018-01,ASN00061205,-33.0297,151.1401,168
2018-01,ASN00061209,-32.9597,150.675,288
2018-01,ASN00061211,-33.3588,150.7058,742
2018-01,ASN00061216,-33.4176,151.159,158
2018-01,ASN00061217,-33.2904,150.9708,128
2018-01,ASN00060116,-31.4367,152.4633,918
2018-01,ASN00061226,-32.936,151.1393,124
2018-01,ASN00061162,-32.8446,150.8398,188
2018-01,ASN00061095,-32.1939,151.0932,50
2018-01,ASN00061007,-32.0332,150.5836,172
2018-01,ASN00061078,-32.7932,151.8359,154
2018-01,ASN00060118,-31.7753,152.0778,242
2018-01,ASN00061250,-32.6296,151.5919,164
2018-01,ASN00060117,-31.8833,152.15,430
2018-01,ASN00060121,-31.5667,152.2401,1116
2018-01,ASN00060122,-31.8922,152.2739,186
2018-01,ASN00060128,-31.5833,151.3167,508
2018-01,ASN00060130,-31.2936,152.3121,1332
2018-01,ASN00060137,-31.7683,151.8889,678
2018-01,ASN00060139,-31.4336,152.8655,532
2018-01,ASN00060141,-31.8896,152.512,213
2018-01,ASN00060144,-32.3796,152.5062,724
2018-01,ASN00060146,-31.9572,152.585,400
2018-01,ASN00060147,-31.7361,152.3989,310
2018-01,ASN00060148,-32.1625,152.2614,170
2018-01,ASN00061010,-32.5879,151.7813,162
2018-01,ASN00061012,-33.0853,151.4633,110
2018-01,ASN00061014,-32.6385,151.4173,94
2018-01,ASN00061017,-32.4022,151.7582,214
2018-01,ASN00061031,-32.7756,151.735,178
2018-01,ASN00061041,-33.0955,151.5506,98
2018-01,ASN00061054,-32.7103,152.1612,382
2018-01,ASN00061055,-32.9185,151.7985,98
2018-01,ASN00061071,-32.4027,151.9664,274
2018-01,ASN00061092,-32.5932,151.3335,90
2018-01,ASN00061260,-32.7886,151.3377,60
2018-01,ASN00061377,-33.0933,151.6317,138
2018-01,ASN00061270,-32.2714,151.1444,104
2018-01,ASN00061394,-33.2177,151.1251,212
2018-01,ASN00061405,-32.6753,151.6219,88
2018-01,ASN00062003,-32.6657,149.1016,194
2018-01,ASN00062009,-31.9963,149.9856,498
2018-01,ASN00062013,-32.3634,149.5329,268
2018-01,ASN00062021,-32.5956,149.5956,436
2018-01,ASN00062028,-32.4945,149.2696,390
2018-01,ASN00062032,-32.3592,149.9484,134
2018-01,ASN00062036,-32.2807,149.741,152
2018-01,ASN00062075,-32.4753,149.5151,0
2018-01,ASN00061392,-31.7416,150.7937,492
2018-01,ASN00062089,-32.8936,149.3808,460
2018-01,ASN00062100,-32.7244,150.229,364
2018-01,ASN00062101,-32.5628,149.6149,206
2018-01,ASN00062102,-32.5204,150.0817,414
2018-01,ASN00063005,-33.4289,149.5559,502
2018-01,ASN00063029,-33.744,149.1046,532
2018-01,ASN00063013,-33.5366,150.4413,430
2018-01,ASN00063022,-33.8018,148.704,286
2018-01,ASN00063028,-33.6929,150.5291,642
2018-01,ASN00060112,-32.0525,151.9147,440
2018-01,ASN00063035,-33.0362,149.4146,205
2018-01,ASN00062093,-32.7236,149.7702,231
