date,ID,lat,long,value
2011-01,ASN00061209,-32.9597,150.675,1430
2011-01,ASN00061260,-32.7886,151.3377,522
2011-01,ASN00061211,-33.3588,150.7058,1034
2011-01,ASN00061216,-33.4176,151.159,634
2011-01,ASN00061217,-33.2904,150.9708,136
2011-01,ASN00061220,-33.2381,151.3003,430
2011-01,ASN00061226,-32.936,151.1393,418
2011-01,ASN00061250,-32.6296,151.5919,437
2011-01,ASN00061287,-32.1852,150.1737,272
2011-01,ASN00061339,-32.5584,151.8043,572
2011-01,ASN00061294,-33.4666,151.4126,822
2011-01,ASN00061295,-32.8108,151.3396,374
2011-01,ASN00061309,-32.6881,150.9728,706
2011-01,ASN00061324,-32.2451,150.513,430
2011-01,ASN00061327,-32.8248,151.2613,520
2011-01,ASN00061329,-32.8323,151.3085,278
2011-01,ASN00061334,-33.0488,150.2325,400
2011-01,ASN00061336,-33.1556,150.6847,970
2011-01,ASN00061349,-32.5667,151.6083,375
2011-01,ASN00061288,-32.3322,151.4595,500
2011-01,ASN00061205,-33.0297,151.1401,612
2011-01,ASN00061110,-32.8736,150.7936,750
2011-01,ASN00061196,-31.7069,151.2131,316
2011-01,ASN00061041,-33.0955,151.5506,284
2011-01,ASN00061350,-32.1714,151.5942,952
2011-01,ASN00061054,-32.7103,152.1612,418
2011-01,ASN00061055,-32.9185,151.7985,206
2011-01,ASN00061071,-32.4027,151.9664,588
2011-01,ASN00061078,-32.7932,151.8359,308
2011-01,ASN00061092,-32.5932,151.3335,350
2011-01,ASN00061093,-33.3653,151.3264,746
2011-01,ASN00061095,-32.1939,151.0932,564
2011-01,ASN00061201,-33.0259,151.1882,706
2011-01,ASN00061096,-32.5997,151.618,472
2011-01,ASN00061100,-32.7667,151.0872,0
2011-01,ASN00061106,-32.3564,151.8059,454
2011-01,ASN00061119,-33.385,150.9856,365
2011-01,ASN00061135,-32.1018,151.2333,360
2011-01,ASN00061143,-32.654,151.021,772
2011-01,ASN00061151,-32.2426,151.683,964
2011-01,ASN00061152,-32.9995,151.2908,310
2011-01,ASN00061170,-32.2809,151.7948,842
2011-01,ASN00061191,-32.6126,150.9761,754
2011-01,ASN00061097,-31.9201,151.2355,458
2011-01,ASN00061360,-32.05,150.8528,260
2011-01,ASN00062075,-32.4753,149.5151,462
2011-01,ASN00061366,-33.2815,151.5766,410
2011-01,ASN00062101,-32.5628,149.6149,222
2011-01,ASN00062102,-32.5204,150.0817,374
2011-01,ASN00063005,-33.4289,149.5559,341
2011-01,ASN00063013,-33.5366,150.4413,2472
2011-01,ASN00063028,-33.6929,150.5291,1488
2011-01,ASN00063029,-33.744,149.1046,168
2011-01,ASN00063035,-33.0362,149.4146,352
2011-01,ASN00063036,-33.8199,150.0227,908
2011-01,ASN00063039,-33.7122,150.3087,1722
2011-01,ASN00063043,-33.5343,150.6338,1144
2011-01,ASN00063049,-33.6094,150.0856,562
2011-01,ASN00063061,-33.8222,149.3244,272
2011-01,ASN00063063,-33.6774,149.8374,223
2011-01,ASN00063073,-33.6896,149.5633,147
2011-01,ASN00063076,-33.0807,149.6901,330
2011-01,ASN00063081,-33.6956,150.5408,1570
2011-01,ASN00063093,-34.3093,149.9677,316
2011-01,ASN00063113,-33.5497,148.91,342
2011-01,ASN00063114,-33.3439,149.1617,230
2011-01,ASN00062100,-32.7244,150.229,716
2011-01,ASN00062099,-32.8366,148.9963,375
2011-01,ASN00062093,-32.7236,149.7702,398
2011-01,ASN00062089,-32.8936,149.3808,180
2011-01,ASN00061372,-31.8017,150.925,356
2011-01,ASN00061373,-31.9583,150.8567,746
2011-01,ASN00061374,-32.2199,150.9193,432
2011-01,ASN00061375,-33.2894,151.2107,602
2011-01,ASN00061376,-33.0759,151.5382,308
2011-01,ASN00061377,-33.0933,151.6317,328
2011-01,ASN00061381,-33.4036,151.3928,710
2011-01,ASN00061382,-33.1681,151.2181,630
2011-01,ASN00061383,-33.2528,151.3164,470
2011-01,ASN00061363,-32.0335,150.8264,358
2011-01,ASN00061385,-33.0789,151.3403,890
2011-01,ASN00061392,-31.7416,150.7937,430
2011-01,ASN00061394,-33.2177,151.1251,552
2011-01,ASN00061405,-32.6753,151.6219,448
2011-01,ASN00061406,-33.0831,151.6511,370
2011-01,ASN00062003,-32.6657,149.1016,190
2011-01,ASN00062009,-31.9963,149.9856,84
2011-01,ASN00062013,-32.3634,149.5329,282
2011-01,ASN00062021,-32.5956,149.5956,184
2011-01,ASN00062032,-32.3592,149.9484,330
2011-01,ASN00061387,-33.245,151.5119,324
2011-01,ASN00061031,-32.7756,151.735,126
2011-01,ASN00058040,-28.5451,153.4948,2386
2011-01,ASN00061014,-32.6385,151.4173,508
2011-01,ASN00058180,-28.6069,153.2083,2250
2011-01,ASN00058186,-28.3283,153.4,2270
2011-01,ASN00058193,-28.3538,153.293,2490
2011-01,ASN00058194,-28.3811,152.7174,1062
2011-01,ASN00058198,-28.8353,153.5585,3330
2011-01,ASN00058199,-28.7364,153.1634,2416
2011-01,ASN00058201,-28.7967,153.2386,1670
2011-01,ASN00058202,-28.7406,153.075,330
2011-01,ASN00058204,-28.3217,153.3467,2970
2011-01,ASN00058171,-28.9263,153.4178,2538
2011-01,ASN00058206,-28.7231,153.3614,2320
2011-01,ASN00058212,-29.183,153.3964,3296
2011-01,ASN00058214,-28.8343,153.2616,1722
2011-01,ASN00058216,-28.6399,153.6358,2006
2011-01,ASN00058222,-29.7847,153.2639,2580
2011-01,ASN00059002,-30.65,152.8486,2565
2011-01,ASN00059006,-30.1619,153.0982,2586
2011-01,ASN00059007,-31.0711,152.7717,1210
2011-01,ASN00059009,-30.2358,153.0163,3047
2011-01,ASN00059019,-30.3641,152.4061,784
2011-01,ASN00058208,-28.8775,153.052,1732
2011-01,ASN00059030,-30.9225,153.087,1070
2011-01,ASN00058167,-28.4147,153.3339,3360
2011-01,ASN00058162,-28.7278,153.4622,3090
2011-01,ASN00058036,-28.31,153.2228,5080
2011-01,ASN00058044,-28.5966,153.2233,1579
2011-01,ASN00058045,-29.9691,152.7265,840
2011-01,ASN00058056,-28.2025,153.5502,2426
2011-01,ASN00058059,-29.6309,153.0286,1752
2011-01,ASN00058068,-29.4133,153.0153,0
2011-01,ASN00058070,-28.6384,153.4128,3568
2011-01,ASN00058077,-29.6224,152.9605,1910
2011-01,ASN00058079,-29.7619,153.1047,2386
2011-01,ASN00058165,-28.6229,153.409,3824
2011-01,ASN00058080,-29.87,153.2653,2408
2011-01,ASN00058099,-29.2822,152.9888,2294
2011-01,ASN00058102,-29.737,152.7852,2696
2011-01,ASN00058113,-28.4738,153.0861,3678
2011-01,ASN00058127,-28.7319,153.4065,3740
2011-01,ASN00058129,-28.4658,153.2632,2034
2011-01,ASN00058147,-28.6696,153.2789,3243
2011-01,ASN00058148,-28.5276,153.1519,3932
2011-01,ASN00058158,-28.3395,153.3809,2546
2011-01,ASN00058161,-29.7583,153.0297,2076
2011-01,ASN00058097,-29.1514,153.2792,2384
2011-01,ASN00061017,-32.4022,151.7582,378
2011-01,ASN00059040,-30.3107,153.1187,2636
2011-01,ASN00059070,-30.4508,152.6231,2570
2011-01,ASN00060099,-32.4436,152.1561,710
2011-01,ASN00060104,-31.4138,151.598,1126
2011-01,ASN00060106,-31.6647,152.0637,596
2011-01,ASN00060112,-32.0525,151.9147,1002
2011-01,ASN00060116,-31.4367,152.4633,2086
2011-01,ASN00060117,-31.8833,152.15,840
2011-01,ASN00060118,-31.7753,152.0778,1200
2011-01,ASN00060121,-31.5667,152.2401,1650
2011-01,ASN00060122,-31.8922,152.2739,976
2011-01,ASN00060096,-32.2583,152.1208,1570
2011-01,ASN00060128,-31.5833,151.3167,536
2011-01,ASN00060137,-31.7683,151.8889,1048
2011-01,ASN00060139,-31.4336,152.8655,1140
2011-01,ASN00060141,-31.8896,152.512,936
2011-01,ASN00060144,-32.3796,152.5062,1570
2011-01,ASN00060147,-31.7361,152.3989,1156
2011-01,ASN00060148,-32.1625,152.2614,1130
2011-01,ASN00061007,-32.0332,150.5836,482
2011-01,ASN00061010,-32.5879,151.7813,444
2011-01,ASN00061012,-33.0853,151.4633,408
2011-01,ASN00060130,-31.2936,152.3121,1566
2011-01,ASN00059047,-31.1802,152.9681,1043
2011-01,ASN00060095,-32.375,152.3808,700
2011-01,ASN00060085,-31.3865,152.2482,3324
2011-01,ASN00059107,-30.566,152.6528,2881
2011-01,ASN00059110,-30.6688,152.7638,2228
2011-01,ASN00059113,-30.3098,152.7636,3302
2011-01,ASN00059118,-30.2493,152.463,3190
2011-01,ASN00059122,-30.8217,152.5067,1580
2011-01,ASN00059124,-29.9806,152.7222,2650
2011-01,ASN00059128,-30.9783,152.5106,2490
2011-01,ASN00059138,-30.6639,152.6528,4240
2011-01,ASN00059139,-30.1014,153.0009,2998
2011-01,ASN00060090,-31.3422,152.341,1414
2011-01,ASN00059140,-30.3442,152.7187,3178
2011-01,ASN00060015,-32.0063,151.9597,712
2011-01,ASN00060017,-31.7004,152.5833,1320
2011-01,ASN00060024,-31.7816,152.6684,1270
2011-01,ASN00060031,-31.3364,152.7852,1107
2011-01,ASN00060036,-31.862,152.3444,1355
2011-01,ASN00060042,-32.1532,151.9511,796
2011-01,ASN00060046,-31.6877,152.2688,1468
2011-01,ASN00060065,-32.2942,152.3047,1430
2011-01,ASN00060075,-31.95,151.7923,1364
2011-01,ASN00060002,-32.4129,152.2079,380
2011-01,ASN00063117,-33.6739,149.0471,168
2011-01,ASN00068000,-34.5712,150.7761,359
2011-01,ASN00063119,-34.2347,149.265,152
2011-01,ASN00068247,-34.7679,150.562,724
2011-01,ASN00068248,-34.6625,150.4333,290
2011-01,ASN00068249,-34.9636,150.0967,410
2011-01,ASN00068252,-34.6708,150.8497,1176
2011-01,ASN00068255,-34.4875,150.4014,660
2011-01,ASN00069003,-36.6278,149.5705,638
2011-01,ASN00069006,-35.7011,149.7896,760
2011-01,ASN00069010,-35.4489,149.799,488
2011-01,ASN00069013,-36.7677,149.6951,464
2011-01,ASN00068246,-34.5707,150.8383,602
2011-01,ASN00069014,-36.3881,149.8882,1072
2011-01,ASN00069017,-36.2519,150.2275,360
2011-01,ASN00069018,-35.9093,150.1532,364
2011-01,ASN00069019,-36.8402,149.5257,1164
2011-01,ASN00069022,-36.2144,150.1358,922
2011-01,ASN00069023,-35.6488,150.1454,854
2011-01,ASN00069029,-37.3623,149.6984,262
2011-01,ASN00069033,-35.9017,149.9611,810
2011-01,ASN00069035,-35.7564,149.815,780
2011-01,ASN00069036,-36.0876,150.0508,679
2011-01,ASN00069015,-37.0557,149.9053,244
2011-01,ASN00069041,-35.2514,149.9158,668
2011-01,ASN00068245,-34.9528,150.7019,1190
2011-01,ASN00068241,-34.5638,150.79,498
2011-01,ASN00068072,-34.9469,150.5353,822
2011-01,ASN00068080,-34.9158,150.7312,1114
2011-01,ASN00068088,-35.0938,150.6228,1638
2011-01,ASN00068110,-34.4829,150.8555,518
2011-01,ASN00068125,-34.0904,150.5052,908
2011-01,ASN00068151,-35.0936,150.8049,1572
2011-01,ASN00068160,-34.0542,150.8772,460
2011-01,ASN00068181,-34.7275,150.5208,320
2011-01,ASN00068192,-34.0391,150.689,550
2011-01,ASN00068243,-34.5776,150.5118,668
2011-01,ASN00068200,-34.2075,150.7095,314
2011-01,ASN00068213,-34.8667,150.605,510
2011-01,ASN00068215,-34.4167,150.1967,370
2011-01,ASN00068216,-34.1194,150.7402,240
2011-01,ASN00068217,-34.6866,150.5253,386
2011-01,ASN00068224,-34.5858,150.6264,1630
2011-01,ASN00068228,-34.3691,150.9291,564
2011-01,ASN00068229,-35.2439,150.5098,682
2011-01,ASN00068233,-34.8517,150.3883,340
2011-01,ASN00068239,-34.5253,150.4217,552
2011-01,ASN00068202,-34.6033,150.5487,576
2011-01,ASN00068044,-34.4474,150.4568,754
2011-01,ASN00069042,-35.7661,149.9416,1078
2011-01,ASN00069049,-35.1165,150.0847,711
2011-01,ASN00070016,-35.5889,149.4478,282
2011-01,ASN00070025,-34.4578,149.4693,88
2011-01,ASN00070032,-35.2274,148.9139,1028
2011-01,ASN00070043,-34.7823,149.2681,354
2011-01,ASN00070045,-35.1548,149.057,518
2011-01,ASN00070054,-36.2009,149.0602,540
2011-01,ASN00070060,-35.1559,149.7725,706
2011-01,ASN00070061,-35.5646,149.7406,852
2011-01,ASN00070063,-34.7139,150.0031,216
2011-01,ASN00070005,-36.9113,149.2379,294
2011-01,ASN00070077,-34.9031,149.67,290
2011-01,ASN00070084,-36.9325,148.9393,710
2011-01,ASN00070106,-36.8439,149.3897,292
2011-01,ASN00070112,-34.7226,149.1816,206
2011-01,ASN00070117,-34.7169,149.1207,416
2011-01,ASN00070124,-34.3024,149.8767,620
2011-01,ASN00070143,-34.6389,149.9541,240
2011-01,ASN00070144,-34.4084,149.8836,214
2011-01,ASN00058027,-29.4227,153.2533,2202
2011-01,ASN00070147,-34.5604,149.7381,176
2011-01,ASN00070080,-34.4048,149.8197,319
2011-01,ASN00069048,-35.7581,149.8252,858
2011-01,ASN00069150,-35.3785,150.0032,832
2011-01,ASN00070161,-36.425,149.1139,528
2011-01,ASN00069052,-35.7343,150.0508,768
2011-01,ASN00069054,-36.2967,149.51,1008
2011-01,ASN00069062,-35.9446,149.5876,900
2011-01,ASN00069065,-36.5676,149.7511,946
2011-01,ASN00069066,-36.9296,149.646,896
2011-01,ASN00069068,-36.6036,149.9984,452
2011-01,ASN00069088,-36.1935,149.4735,562
2011-01,ASN00069114,-36.5404,149.8229,732
2011-01,ASN00069121,-35.4411,150.2857,1100
2011-01,ASN00069148,-35.9004,150.1437,324
2011-01,ASN00069127,-35.6864,149.8386,1046
2011-01,ASN00069133,-36.6631,149.5139,598
2011-01,ASN00069134,-35.7234,150.1872,716
2011-01,ASN00069137,-37.2622,150.0504,250
2011-01,ASN00069138,-35.3635,150.4827,700
2011-01,ASN00069139,-36.6722,149.8191,474
2011-01,ASN00069140,-36.4948,149.7434,714
2011-01,ASN00069142,-35.924,150.0362,510
2011-01,ASN00069145,-35.9775,149.8611,1760
2011-01,ASN00069147,-36.9077,149.8989,242
2011-01,ASN00069132,-35.4253,149.7835,536
2011-01,ASN00063118,-33.5156,150.4892,1804
2011-01,ASN00068035,-34.6642,150.7586,780
2011-01,ASN00068007,-34.0254,150.6455,558
2011-01,ASN00064010,-32.1141,149.0365,174
2011-01,ASN00064015,-31.8227,149.1217,766
2011-01,ASN00064017,-31.3304,149.2699,336
2011-01,ASN00064024,-31.5622,148.9547,366
2011-01,ASN00064025,-31.8231,149.72,152
2011-01,ASN00064029,-32.0156,149.3925,184
2011-01,ASN00064050,-31.646,149.6209,186
2011-01,ASN00064054,-31.7914,149.6705,172
2011-01,ASN00065000,-32.4975,148.7488,54
2011-01,ASN00064009,-32.0159,149.3964,173
2011-01,ASN00065010,-33.2869,148.7396,126
2011-01,ASN00065020,-33.183,148.6941,112
2011-01,ASN00065022,-33.1628,148.5879,252
2011-01,ASN00065023,-33.0866,148.8598,309
2011-01,ASN00065030,-32.5192,148.5187,170
2011-01,ASN00065034,-32.5635,148.9503,264
2011-01,ASN00065041,-33.0956,148.8692,222
2011-01,ASN00065068,-33.1281,148.2428,198
2011-01,ASN00065070,-32.2206,148.5753,86
2011-01,ASN00065084,-33.3711,148.5917,272
2011-01,ASN00065013,-33.4278,148.3721,26
2011-01,ASN00065096,-33.2682,148.3945,136
2011-01,ASN00064008,-31.2712,149.2714,516
2011-01,ASN00063303,-33.3813,149.127,186
2011-01,ASN00063132,-33.3808,150.0818,630
2011-01,ASN00063142,-33.577,149.8591,240
2011-01,ASN00063146,-33.5544,150.0526,618
2011-01,ASN00063214,-33.3561,149.4058,352
2011-01,ASN00063229,-33.6773,148.6115,340
2011-01,ASN00063234,-33.6708,148.8565,190
2011-01,ASN00063245,-33.6492,149.0759,0
2011-01,ASN00063246,-33.5105,150.3711,2187
2011-01,ASN00063254,-33.3211,149.0828,390
2011-01,ASN00063304,-33.7181,149.5106,150
2011-01,ASN00063271,-34.0417,149.3611,166
2011-01,ASN00063287,-33.4111,149.5861,410
2011-01,ASN00063290,-33.4983,150.5215,1184
2011-01,ASN00063291,-33.412,149.654,330
2011-01,ASN00063292,-33.6185,150.2741,1542
2011-01,ASN00063293,-33.74,149.8822,420
2011-01,ASN00063295,-33.6297,150.2803,1930
2011-01,ASN00063297,-33.5728,149.9128,230
2011-01,ASN00063298,-33.6144,149.6981,380
2011-01,ASN00063302,-33.8275,149.6033,220
2011-01,ASN00063283,-33.7,150.0278,320
2011-01,ASN00068024,-34.2272,150.9111,486
2011-01,ASN00065098,-32.6833,148.9167,238
2011-01,ASN00065103,-33.3627,147.9205,88
2011-01,ASN00066194,-33.9057,151.1134,382
2011-01,ASN00066204,-34.0009,151.0738,284
2011-01,ASN00067002,-33.6667,150.6696,586
2011-01,ASN00067019,-33.8193,150.9127,685
2011-01,ASN00067021,-33.6165,150.7477,198
2011-01,ASN00067023,-33.4972,151.0931,682
2011-01,ASN00067026,-33.7704,150.9318,238
2011-01,ASN00067027,-33.8902,150.5934,145
2011-01,ASN00067033,-33.6022,150.7794,534
2011-01,ASN00066188,-33.7402,151.2173,716
2011-01,ASN00067094,-33.4383,150.8917,444
2011-01,ASN00067105,-33.6004,150.7761,532
2011-01,ASN00067108,-33.8969,150.7281,382
2011-01,ASN00067109,-33.7678,150.9814,465
2011-01,ASN00067110,-33.7858,150.9236,385
2011-01,ASN00067111,-33.7931,151.0167,450
2011-01,ASN00067112,-33.7672,151.0186,705
2011-01,ASN00067113,-33.7195,150.6783,276
2011-01,ASN00067114,-33.8667,150.8611,370
2011-01,ASN00067119,-33.8511,150.8567,398
2011-01,ASN00067104,-33.6617,150.9,510
2011-01,ASN00065099,-32.3778,148.8741,168
2011-01,ASN00066176,-34.0658,151.0567,310
2011-01,ASN00066148,-33.97,151.0638,300
2011-01,ASN00065106,-32.0358,148.6552,272
2011-01,ASN00065111,-33.8449,148.6497,166
2011-01,ASN00065112,-33.4818,148.2608,220
2011-01,ASN00066011,-33.8,151.2,450
