date,ID,lat,long,value
2020-01,ASN00061031,-32.7756,151.735,964
2020-01,ASN00061041,-33.0955,151.5506,178
2020-01,ASN00061095,-32.1939,151.0932,532
2020-01,ASN00061054,-32.7103,152.1612,1090
2020-01,ASN00061055,-32.9185,151.7985,310
2020-01,ASN00061071,-32.4027,151.9664,702
2020-01,ASN00061078,-32.7932,151.8359,672
2020-01,ASN00061092,-32.5932,151.3335,260
2020-01,ASN00061093,-33.3653,151.3264,1628
2020-01,ASN00061096,-32.5997,151.618,760
2020-01,ASN00061130,-32.5113,150.7968,814
2020-01,ASN00061100,-32.7667,151.0872,1052
2020-01,ASN00061106,-32.3564,151.8059,594
2020-01,ASN00061110,-32.8736,150.7936,200
2020-01,ASN00061135,-32.1018,151.2333,440
2020-01,ASN00061143,-32.654,151.021,756
2020-01,ASN00061151,-32.2426,151.683,1085
2020-01,ASN00061152,-32.9995,151.2908,660
2020-01,ASN00061162,-32.8446,150.8398,440
2020-01,ASN00061017,-32.4022,151.7582,788
2020-01,ASN00061191,-32.6126,150.9761,654
2020-01,ASN00061170,-32.2809,151.7948,906
2020-01,ASN00061097,-31.9201,151.2355,498
2020-01,ASN00061014,-32.6385,151.4173,522
2020-01,ASN00060128,-31.5833,151.3167,1070
2020-01,ASN00061010,-32.5879,151.7813,780
2020-01,ASN00061192,-32.2092,150.7365,516
2020-01,ASN00060095,-32.375,152.3808,1100
2020-01,ASN00060085,-31.3865,152.2482,3442
2020-01,ASN00060096,-32.2583,152.1208,910
2020-01,ASN00060099,-32.4436,152.1561,960
2020-01,ASN00060104,-31.4138,151.598,2290
2020-01,ASN00060090,-31.3422,152.341,2788
2020-01,ASN00060106,-31.6647,152.0637,1836
2020-01,ASN00060112,-32.0525,151.9147,1458
2020-01,ASN00060116,-31.4367,152.4633,1918
2020-01,ASN00060117,-31.8833,152.15,2790
2020-01,ASN00060118,-31.7753,152.0778,1576
2020-01,ASN00060121,-31.5667,152.2401,1588
2020-01,ASN00060122,-31.8922,152.2739,1608
2020-01,ASN00060130,-31.2936,152.3121,3176
2020-01,ASN00060137,-31.7683,151.8889,1198
2020-01,ASN00060139,-31.4336,152.8655,890
2020-01,ASN00060141,-31.8896,152.512,1130
2020-01,ASN00060144,-32.3796,152.5062,990
2020-01,ASN00060146,-31.9572,152.585,1320
2020-01,ASN00060147,-31.7361,152.3989,1850
2020-01,ASN00060148,-32.1625,152.2614,1120
2020-01,ASN00061007,-32.0332,150.5836,592
2020-01,ASN00061012,-33.0853,151.4633,660
2020-01,ASN00061196,-31.7069,151.2131,1412
2020-01,ASN00062036,-32.2807,149.741,400
2020-01,ASN00061205,-33.0297,151.1401,440
2020-01,ASN00061360,-32.05,150.8528,835
2020-01,ASN00061363,-32.0335,150.8264,700
2020-01,ASN00061366,-33.2815,151.5766,360
2020-01,ASN00061372,-31.8017,150.925,950
2020-01,ASN00061373,-31.9583,150.8567,1192
2020-01,ASN00061374,-32.2199,150.9193,368
2020-01,ASN00061375,-33.2894,151.2107,394
2020-01,ASN00061376,-33.0759,151.5382,390
2020-01,ASN00061377,-33.0933,151.6317,198
2020-01,ASN00061381,-33.4036,151.3928,940
2020-01,ASN00061383,-33.2528,151.3164,510
2020-01,ASN00061385,-33.0789,151.3403,860
2020-01,ASN00061387,-33.245,151.5119,474
2020-01,ASN00061392,-31.7416,150.7937,958
2020-01,ASN00061394,-33.2177,151.1251,744
2020-01,ASN00061405,-32.6753,151.6219,1106
2020-01,ASN00061406,-33.0831,151.6511,140
2020-01,ASN00062003,-32.6657,149.1016,546
2020-01,ASN00062009,-31.9963,149.9856,772
2020-01,ASN00062013,-32.3634,149.5329,164
2020-01,ASN00062021,-32.5956,149.5956,502
2020-01,ASN00062028,-32.4945,149.2696,162
2020-01,ASN00060075,-31.95,151.7923,978
2020-01,ASN00061350,-32.1714,151.5942,1150
2020-01,ASN00061201,-33.0259,151.1882,376
2020-01,ASN00061349,-32.5667,151.6083,510
2020-01,ASN00061339,-32.5584,151.8043,504
2020-01,ASN00061209,-32.9597,150.675,330
2020-01,ASN00061211,-33.3588,150.7058,894
2020-01,ASN00061216,-33.4176,151.159,1914
2020-01,ASN00061217,-33.2904,150.9708,712
2020-01,ASN00061220,-33.2381,151.3003,580
2020-01,ASN00061226,-32.936,151.1393,4580
2020-01,ASN00061250,-32.6296,151.5919,996
2020-01,ASN00061260,-32.7886,151.3377,438
2020-01,ASN00061268,-32.73,151.555,485
2020-01,ASN00061270,-32.2714,151.1444,692
2020-01,ASN00061282,-33.0833,151.5,600
2020-01,ASN00061287,-32.1852,150.1737,920
2020-01,ASN00061288,-32.3322,151.4595,658
2020-01,ASN00061290,-32.1621,151.4905,1248
2020-01,ASN00061294,-33.4666,151.4126,1102
2020-01,ASN00061295,-32.8108,151.3396,744
2020-01,ASN00061306,-31.8988,150.658,986
2020-01,ASN00061309,-32.6881,150.9728,768
2020-01,ASN00061324,-32.2451,150.513,668
2020-01,ASN00061327,-32.8248,151.2613,535
2020-01,ASN00061329,-32.8323,151.3085,328
2020-01,ASN00061334,-33.0488,150.2325,680
2020-01,ASN00061336,-33.1556,150.6847,750
2020-01,ASN00061346,-31.8626,151.4398,962
2020-01,ASN00060069,-31.6167,151.9333,1480
2020-01,ASN00069150,-35.3785,150.0032,650
2020-01,ASN00060065,-32.2942,152.3047,1370
2020-01,ASN00058019,-28.5314,153.3151,2662
2020-01,ASN00058020,-28.2886,153.3651,3282
2020-01,ASN00058023,-28.7908,153.3958,2073
2020-01,ASN00058027,-29.4227,153.2533,2856
2020-01,ASN00058036,-28.31,153.2228,2260
2020-01,ASN00058040,-28.5451,153.4948,2228
2020-01,ASN00058044,-28.5966,153.2233,2002
2020-01,ASN00058045,-29.9691,152.7265,2424
2020-01,ASN00058056,-28.2025,153.5502,2812
2020-01,ASN00058059,-29.6309,153.0286,2938
2020-01,ASN00058012,-29.4333,153.3633,2902
2020-01,ASN00058068,-29.4133,153.0153,2000
2020-01,ASN00058077,-29.6224,152.9605,2680
2020-01,ASN00058079,-29.7619,153.1047,2646
2020-01,ASN00058080,-29.87,153.2653,2715
2020-01,ASN00058097,-29.1514,153.2792,2092
2020-01,ASN00058099,-29.2822,152.9888,1716
2020-01,ASN00058102,-29.737,152.7852,2170
2020-01,ASN00058113,-28.4738,153.0861,1728
2020-01,ASN00058127,-28.7319,153.4065,2095
2020-01,ASN00058129,-28.4658,153.2632,1990
2020-01,ASN00058137,-28.2562,153.5778,2261
2020-01,ASN00058070,-28.6384,153.4128,2388
2020-01,ASN00058007,-28.6369,153.588,1548
2020-01,ASN00058006,-29.5665,153.0811,3054
2020-01,ASN00058005,-28.3981,153.1731,1980
2020-01,ASN00056242,-29.7796,151.1121,1170
2020-01,ASN00062075,-32.4753,149.5151,130
2020-01,ASN00056243,-29.678,151.694,874
2020-01,ASN00057003,-28.737,152.6228,2004
2020-01,ASN00057005,-28.9279,152.3759,383
2020-01,ASN00057014,-29.5577,152.1388,1672
2020-01,ASN00057018,-28.8914,152.5663,838
2020-01,ASN00057020,-28.4735,152.5481,864
2020-01,ASN00057023,-30.2892,152.1701,2966
2020-01,ASN00057024,-28.3879,152.6083,1282
2020-01,ASN00057028,-30.5644,151.907,721
2020-01,ASN00057035,-31.1333,152.1253,2040
2020-01,ASN00057085,-28.568,152.5858,2010
2020-01,ASN00057091,-30.7167,151.8531,1230
2020-01,ASN00057093,-29.5101,152.4897,1592
2020-01,ASN00057095,-28.7551,152.4507,1660
2020-01,ASN00057103,-30.0093,152.0101,2380
2020-01,ASN00057104,-31.2739,151.9655,1568
2020-01,ASN00057114,-29.1967,152.595,734
2020-01,ASN00057119,-30.889,151.8547,1211
2020-01,ASN00057123,-29.7603,152.2057,1834
2020-01,ASN00057124,-30.4833,152.398,1762
2020-01,ASN00057125,-30.3969,152.358,1779
2020-01,ASN00058147,-28.6696,153.2789,2803
2020-01,ASN00058148,-28.5276,153.1519,2240
2020-01,ASN00058158,-28.3395,153.3809,2639
2020-01,ASN00058161,-29.7583,153.0297,3182
2020-01,ASN00059045,-30.3614,152.4917,2540
2020-01,ASN00059047,-31.1802,152.9681,810
2020-01,ASN00059054,-30.05,152.9794,2524
2020-01,ASN00059070,-30.4508,152.6231,2960
2020-01,ASN00059110,-30.6688,152.7638,1392
2020-01,ASN00059113,-30.3098,152.7636,3340
2020-01,ASN00059118,-30.2493,152.463,2105
2020-01,ASN00059122,-30.8217,152.5067,790
2020-01,ASN00059124,-29.9806,152.7222,2380
2020-01,ASN00059131,-30.8796,152.6113,1310
2020-01,ASN00059138,-30.6639,152.6528,3180
2020-01,ASN00059139,-30.1014,153.0009,3076
2020-01,ASN00059140,-30.3442,152.7187,2490
2020-01,ASN00060002,-32.4129,152.2079,1212
2020-01,ASN00060015,-32.0063,151.9597,1292
2020-01,ASN00060017,-31.7004,152.5833,1460
2020-01,ASN00060021,-32.0512,152.2598,1265
2020-01,ASN00060024,-31.7816,152.6684,944
2020-01,ASN00060030,-31.8986,152.4834,892
2020-01,ASN00060031,-31.3364,152.7852,1080
2020-01,ASN00060036,-31.862,152.3444,1914
2020-01,ASN00060042,-32.1532,151.9511,884
2020-01,ASN00060046,-31.6877,152.2688,1514
2020-01,ASN00059032,-30.7846,152.7071,1380
2020-01,ASN00060067,-31.2821,152.4315,2340
2020-01,ASN00059030,-30.9225,153.087,1072
2020-01,ASN00059009,-30.2358,153.0163,2262
2020-01,ASN00058162,-28.7278,153.4622,1840
2020-01,ASN00058165,-28.6229,153.409,2664
2020-01,ASN00058167,-28.4147,153.3339,2430
2020-01,ASN00058171,-28.9263,153.4178,1888
2020-01,ASN00058180,-28.6069,153.2083,2070
