date,ID,lat,long,value
2013-01,ASN00061288,-32.3322,151.4595,1623
2013-01,ASN00061294,-33.4666,151.4126,2650
2013-01,ASN00061295,-32.8108,151.3396,1814
2013-01,ASN00061306,-31.8988,150.658,2566
2013-01,ASN00061309,-32.6881,150.9728,1017
2013-01,ASN00061327,-32.8248,151.2613,1640
2013-01,ASN00061329,-32.8323,151.3085,1902
2013-01,ASN00061336,-33.1556,150.6847,1510
2013-01,ASN00061339,-32.5584,151.8043,1422
2013-01,ASN00061346,-31.8626,151.4398,1696
2013-01,ASN00061110,-32.8736,150.7936,1300
2013-01,ASN00061350,-32.1714,151.5942,1538
2013-01,ASN00061360,-32.05,150.8528,1300
2013-01,ASN00061287,-32.1852,150.1737,1150
2013-01,ASN00061366,-33.2815,151.5766,1782
2013-01,ASN00061372,-31.8017,150.925,1354
2013-01,ASN00061373,-31.9583,150.8567,1792
2013-01,ASN00061374,-32.2199,150.9193,50
2013-01,ASN00061375,-33.2894,151.2107,2316
2013-01,ASN00061376,-33.0759,151.5382,1364
2013-01,ASN00061377,-33.0933,151.6317,2184
2013-01,ASN00061349,-32.5667,151.6083,1320
2013-01,ASN00061363,-32.0335,150.8264,1504
2013-01,ASN00061260,-32.7886,151.3377,1560
2013-01,ASN00061270,-32.2714,151.1444,1472
2013-01,ASN00061119,-33.385,150.9856,1750
2013-01,ASN00061135,-32.1018,151.2333,1740
2013-01,ASN00061143,-32.654,151.021,1658
2013-01,ASN00061151,-32.2426,151.683,1570
2013-01,ASN00061152,-32.9995,151.2908,2380
2013-01,ASN00061162,-32.8446,150.8398,1958
2013-01,ASN00061170,-32.2809,151.7948,1894
2013-01,ASN00061191,-32.6126,150.9761,1702
2013-01,ASN00061192,-32.2092,150.7365,1928
2013-01,ASN00061196,-31.7069,151.2131,1238
2013-01,ASN00061201,-33.0259,151.1882,2048
2013-01,ASN00061205,-33.0297,151.1401,1834
2013-01,ASN00061209,-32.9597,150.675,1806
2013-01,ASN00061381,-33.4036,151.3928,3020
2013-01,ASN00061211,-33.3588,150.7058,1681
2013-01,ASN00061216,-33.4176,151.159,1904
2013-01,ASN00061217,-33.2904,150.9708,1818
2013-01,ASN00061220,-33.2381,151.3003,2288
2013-01,ASN00061226,-32.936,151.1393,262
2013-01,ASN00061250,-32.6296,151.5919,1505
2013-01,ASN00061268,-32.73,151.555,1365
2013-01,ASN00061282,-33.0833,151.5,2142
2013-01,ASN00063234,-33.6708,148.8565,200
2013-01,ASN00062021,-32.5956,149.5956,758
2013-01,ASN00061383,-33.2528,151.3164,2220
2013-01,ASN00063049,-33.6094,150.0856,1062
2013-01,ASN00063061,-33.8222,149.3244,338
2013-01,ASN00063063,-33.6774,149.8374,503
2013-01,ASN00063073,-33.6896,149.5633,836
2013-01,ASN00063076,-33.0807,149.6901,876
2013-01,ASN00063081,-33.6956,150.5408,2070
2013-01,ASN00063093,-34.3093,149.9677,944
2013-01,ASN00063113,-33.5497,148.91,134
