date,ID,lat,long,value
2008-01,ASN00001006,-15.51,128.1503,1900
2008-01,ASN00061106,-32.3564,151.8059,1242
2008-01,ASN00061110,-32.8736,150.7936,840
2008-01,ASN00061119,-33.385,150.9856,1490
2008-01,ASN00061130,-32.5113,150.7968,136
2008-01,ASN00061135,-32.1018,151.2333,185
2008-01,ASN00061143,-32.654,151.021,604
2008-01,ASN00061151,-32.2426,151.683,2424
2008-01,ASN00061152,-32.9995,151.2908,500
2008-01,ASN00061162,-32.8446,150.8398,1024
2008-01,ASN00061100,-32.7667,151.0872,770
2008-01,ASN00061170,-32.2809,151.7948,1652
2008-01,ASN00061192,-32.2092,150.7365,648
2008-01,ASN00061196,-31.7069,151.2131,182
2008-01,ASN00061201,-33.0259,151.1882,976
2008-01,ASN00061205,-33.0297,151.1401,910
2008-01,ASN00061209,-32.9597,150.675,1230
2008-01,ASN00061211,-33.3588,150.7058,1221
2008-01,ASN00061216,-33.4176,151.159,1266
2008-01,ASN00061217,-33.2904,150.9708,1116
2008-01,ASN00061220,-33.2381,151.3003,1722
2008-01,ASN00061191,-32.6126,150.9761,492
2008-01,ASN00061097,-31.9201,151.2355,338
2008-01,ASN00061096,-32.5997,151.618,1206
2008-01,ASN00061095,-32.1939,151.0932,836
2008-01,ASN00060130,-31.2936,152.3121,1997
2008-01,ASN00060137,-31.7683,151.8889,2246
2008-01,ASN00060139,-31.4336,152.8655,1326
2008-01,ASN00060141,-31.8896,152.512,1461
2008-01,ASN00060144,-32.3796,152.5062,334
2008-01,ASN00060146,-31.9572,152.585,720
2008-01,ASN00060147,-31.7361,152.3989,1924
2008-01,ASN00060148,-32.1625,152.2614,1140
2008-01,ASN00061007,-32.0332,150.5836,698
2008-01,ASN00061010,-32.5879,151.7813,1806
2008-01,ASN00061012,-33.0853,151.4633,1870
2008-01,ASN00061014,-32.6385,151.4173,1236
2008-01,ASN00061017,-32.4022,151.7582,598
2008-01,ASN00061031,-32.7756,151.735,1568
2008-01,ASN00061041,-33.0955,151.5506,1338
2008-01,ASN00061054,-32.7103,152.1612,1024
2008-01,ASN00061055,-32.9185,151.7985,1156
2008-01,ASN00061071,-32.4027,151.9664,1146
2008-01,ASN00061078,-32.7932,151.8359,1814
2008-01,ASN00061092,-32.5932,151.3335,904
2008-01,ASN00061093,-33.3653,151.3264,1470
2008-01,ASN00061250,-32.6296,151.5919,1578
2008-01,ASN00061260,-32.7886,151.3377,1226
2008-01,ASN00061287,-32.1852,150.1737,516
2008-01,ASN00061288,-32.3322,151.4595,1828
2008-01,ASN00061385,-33.0789,151.3403,2100
2008-01,ASN00061387,-33.245,151.5119,1156
2008-01,ASN00061392,-31.7416,150.7937,676
2008-01,ASN00061394,-33.2177,151.1251,1738
2008-01,ASN00061405,-32.6753,151.6219,1674
2008-01,ASN00061406,-33.0831,151.6511,1220
2008-01,ASN00062003,-32.6657,149.1016,872
2008-01,ASN00062009,-31.9963,149.9856,454
2008-01,ASN00062013,-32.3634,149.5329,1082
2008-01,ASN00062021,-32.5956,149.5956,1194
2008-01,ASN00062032,-32.3592,149.9484,604
2008-01,ASN00062075,-32.4753,149.5151,1015
2008-01,ASN00062089,-32.8936,149.3808,1012
2008-01,ASN00062093,-32.7236,149.7702,1044
2008-01,ASN00062099,-32.8366,148.9963,632
2008-01,ASN00062100,-32.7244,150.229,1116
2008-01,ASN00062101,-32.5628,149.6149,1030
2008-01,ASN00062102,-32.5204,150.0817,596
2008-01,ASN00063005,-33.4289,149.5559,766
2008-01,ASN00063013,-33.5366,150.4413,1586
2008-01,ASN00063028,-33.6929,150.5291,36
2008-01,ASN00061383,-33.2528,151.3164,1600
2008-01,ASN00060128,-31.5833,151.3167,702
2008-01,ASN00061382,-33.1681,151.2181,1580
2008-01,ASN00061377,-33.0933,151.6317,536
2008-01,ASN00061294,-33.4666,151.4126,638
2008-01,ASN00061295,-32.8108,151.3396,856
2008-01,ASN00061306,-31.8988,150.658,584
2008-01,ASN00061309,-32.6881,150.9728,762
2008-01,ASN00061324,-32.2451,150.513,280
2008-01,ASN00061327,-32.8248,151.2613,1540
2008-01,ASN00061329,-32.8323,151.3085,1310
2008-01,ASN00061334,-33.0488,150.2325,1246
2008-01,ASN00061336,-33.1556,150.6847,1060
2008-01,ASN00061339,-32.5584,151.8043,1566
2008-01,ASN00061346,-31.8626,151.4398,518
2008-01,ASN00061349,-32.5667,151.6083,1320
2008-01,ASN00061350,-32.1714,151.5942,2870
2008-01,ASN00061360,-32.05,150.8528,530
2008-01,ASN00061363,-32.0335,150.8264,528
2008-01,ASN00061366,-33.2815,151.5766,854
2008-01,ASN00061372,-31.8017,150.925,512
2008-01,ASN00061373,-31.9583,150.8567,542
2008-01,ASN00061374,-32.2199,150.9193,170
2008-01,ASN00061375,-33.2894,151.2107,1916
2008-01,ASN00061376,-33.0759,151.5382,1400
2008-01,ASN00061381,-33.4036,151.3928,1620
2008-01,ASN00063029,-33.744,149.1046,576
